day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,8,37.562400000000004,10,10,14,447.0,15,10,0
2,White,2,7,5.994,10,8,13,67.0,13,11,10
2,Pink,1,4,2.6,8,6,12,23.5,11,9,0
2,Red,6,12,33.966,10,10,13,1400.0,5,11,10
2,Yellow,3,8,20.3796,9,9,10,1380.0,10,8,10
2,Blue,7,10,42.0,10,10,16,332.0,16,10,10
2,Green,3,7,6.1938,8,6,10,213.0,8,6,0
2,Orange,7,7,10.1898,7,7,7,143.0,8,7,10
3,Purple,5,9,37.562400000000004,10,10,15,447.0,17,11,0
3,White,2,8,5.994,10,8,15,67.0,16,11,10
3,Pink,1,5,2.5974,8,6,14,23.5,13,10,0
3,Red,6,13,34.61067468,11,11,14,1400.0,8,11,10
3,Yellow,3,10,20.3592204,9,9,13,1380.0,14,8,10
3,Blue,7,11,42.0,10,10,18,332.0,19,11,10
3,Green,3,8,6.1876062,8,6,12,213.0,10,6,0
3,Orange,7,8,10.393596,8,8,9,143.0,13,7,10
4,Purple,5,10,37.524837600000005,10,10,18,447.0,20,11,0
4,White,2,9,5.9880059999999995,10,8,17,67.0,18,12,10
4,Pink,1,6,2.5948026,8,6,18,23.5,17,12,0
4,Red,6,14,34.57606400532,11,11,16,1400.0,10,12,10
4,Yellow,3,11,20.338861179600002,9,9,17,1380.0,18,8,10
4,Blue,7,12,41.958,10,10,19,332.0,20,13,10
4,Green,3,9,6.1814185938,8,6,15,213.0,12,7,0
4,Orange,7,9,10.383202404,8,8,10,143.0,14,9,10
5,Purple,5,10,37.524837600000005,10,10,22,447.0,24,13,0
5,White,2,10,5.982017994,10,8,24,67.0,25,14,10
5,Pink,1,7,2.5922077974,8,6,21,23.5,20,13,0
5,Red,6,15,34.54148794131468,11,11,19,1400.0,13,12,10
5,Yellow,3,13,20.338861179600002,9,9,21,1380.0,24,9,10
5,Blue,7,13,41.958,10,10,21,332.0,23,15,10
5,Green,3,10,6.1752371752062,8,6,18,213.0,15,9,0
5,Orange,7,10,10.383202404,8,8,12,143.0,17,10,10
6,Purple,5,12,37.4873127624,10,10,25,447.0,28,13,0
6,White,2,10,5.982017994,10,8,28,67.0,29,15,10
6,Pink,1,8,2.5896155896026,8,6,28,23.5,27,14,0
6,Red,6,15,34.54148794131468,11,11,22,1400.0,16,13,10
6,Yellow,3,13,20.745638403192004,10,10,25,1380.0,30,10,10
6,Blue,7,15,42.75436284,11,11,24,332.0,29,16,10
6,Green,3,11,6.1690619380309935,8,6,22,213.0,19,12,0
6,Orange,7,11,10.372819201596,8,8,14,143.0,19,11,10
