day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,7,37.6,10,10,12,447.0,14,10,0
2,White,2,6,6.0,10,8,13,67.0,13,10,10
2,Pink,1,4,2.6,8,6,9,23.5,8,9,0
2,Red,6,11,33.966,10,10,12,1400.0,8,10,10
2,Yellow,3,8,20.3796,9,9,9,1380.0,9,8,10
2,Blue,7,10,42.84,11,11,13,332.0,15,11,10
2,Green,3,6,6.2,8,6,10,213.0,8,6,0
2,Orange,7,8,9.99,6,6,7,143.0,6,7,10
3,Purple,5,8,37.562400000000004,10,10,15,447.0,16,11,0
3,White,2,7,5.994,10,8,16,67.0,16,12,10
3,Pink,1,5,2.5974,8,6,11,23.5,10,10,0
3,Red,6,12,33.966,10,10,13,1400.0,10,11,10
3,Yellow,3,8,20.3796,9,9,14,1380.0,14,8,10
3,Blue,7,11,42.84,11,11,17,332.0,19,12,10
3,Green,3,7,6.3176760000000005,9,7,12,213.0,12,6,0
3,Orange,7,9,10.1796102,7,7,7,143.0,8,8,10
4,Purple,5,9,37.524837600000005,10,10,17,447.0,18,12,0
4,White,2,8,5.9880059999999995,10,8,21,67.0,21,16,10
4,Pink,1,6,2.7536252775408,11,9,13,23.5,18,12,0
4,Red,6,13,33.932034,10,10,14,1400.0,10,13,10
4,Yellow,3,9,21.18173290416,11,11,15,1380.0,19,8,10
4,Blue,7,12,42.797160000000005,11,10,19,332.0,21,12,10
4,Green,3,8,6.437585490480001,10,8,15,213.0,17,6,0
4,Orange,7,10,10.169430589800001,7,7,8,143.0,9,8,10
5,Purple,5,10,37.4873127624,10,10,19,447.0,20,13,0
5,White,2,9,5.982017994,10,8,25,67.0,25,18,10
5,Pink,1,7,2.7508716522632595,11,9,18,23.5,21,14,0
5,Red,6,14,33.898101966,10,10,16,1400.0,12,14,10
5,Yellow,3,10,21.16055117125584,11,11,19,1380.0,23,9,10
5,Blue,7,13,42.754362840000006,11,10,22,332.0,23,15,10
5,Green,3,8,6.566337200289601,11,9,17,213.0,21,7,0
5,Orange,7,11,10.362446382394406,8,8,9,143.0,12,8,10
6,Purple,5,11,37.4498254496376,10,10,20,447.0,21,14,0
6,White,2,10,5.976035976005999,10,8,28,67.0,28,19,10
6,Pink,1,7,2.7508716522632595,11,9,20,23.5,23,16,0
6,Red,6,15,34.54148794131468,11,11,17,1400.0,15,15,10
6,Yellow,3,10,21.16055117125584,11,11,22,1380.0,26,10,10
6,Blue,7,14,42.711608477160006,11,10,24,332.0,26,16,10
6,Green,3,8,6.566337200289601,11,9,20,213.0,24,8,0
6,Orange,7,12,10.559125614732253,9,9,11,143.0,16,9,10
