day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,7,37.6,10,10,14,447.0,13,13,0
2,White,2,6,6.0,10,8,12,67.0,11,12,10
2,Pink,1,5,2.6,8,6,10,23.5,11,9,0
2,Red,6,11,33.966,10,10,10,1400.0,6,11,10
2,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
2,Blue,7,10,42.0,10,10,11,332.0,11,11,10
2,Green,3,9,6.2,8,6,11,213.0,13,9,0
2,Orange,7,7,9.99,6,6,0,143.0,0,7,10
3,Purple,5,8,37.562400000000004,10,10,19,447.0,18,14,0
3,White,2,6,6.0,10,8,12,67.0,11,12,10
3,Pink,1,6,2.6,8,6,11,23.5,13,11,0
3,Red,6,12,33.932034,10,10,10,1400.0,6,11,10
3,Yellow,3,7,20.0,8,8,8,1380.0,7,8,10
3,Blue,7,11,41.958,10,10,13,332.0,14,12,10
3,Green,3,9,6.138,7,5,11,213.0,12,9,0
3,Orange,7,8,9.6806097,4,4,0,143.0,0,7,10
4,Purple,5,8,37.562400000000004,10,10,21,447.0,20,17,0
4,White,2,6,5.9399999999999995,9,7,14,67.0,11,14,10
4,Pink,1,10,2.6,8,6,12,23.5,18,11,0
4,Red,6,13,33.898101966,10,10,10,1400.0,6,12,10
4,Yellow,3,7,20.0,8,8,8,1380.0,7,8,10
4,Blue,7,11,41.958,10,10,14,332.0,14,13,10
4,Green,3,9,6.138,7,5,15,213.0,17,12,0
4,Orange,7,9,9.380801217591,2,2,0,143.0,0,7,10
5,Purple,5,9,37.524837600000005,10,10,24,447.0,23,20,0
5,White,2,7,5.93406,9,7,15,67.0,11,16,10
5,Pink,1,14,2.6,8,6,13,23.5,23,11,0
5,Red,6,14,33.864203864033996,10,10,10,1400.0,6,13,10
5,Yellow,3,7,20.0,8,8,8,1380.0,7,8,10
5,Blue,7,11,41.958,10,10,14,332.0,14,13,10
5,Green,3,9,6.138,7,5,18,213.0,19,14,0
5,Orange,7,10,9.37142041637341,2,2,0,143.0,0,7,10
6,Purple,5,10,37.4873127624,10,10,26,447.0,26,22,0
6,White,2,7,5.93406,9,7,16,67.0,12,18,10
6,Pink,1,18,2.6,8,6,14,23.5,28,11,0
6,Red,6,15,33.83033966016996,10,10,10,1400.0,6,14,10
6,Yellow,3,7,20.0,8,8,8,1380.0,7,8,10
6,Blue,7,11,41.958,10,10,14,332.0,14,13,10
6,Green,3,9,6.138,7,5,20,213.0,21,16,0
6,Orange,7,10,9.37142041637341,2,2,1,143.0,1,7,10
7,Purple,5,11,37.4498254496376,10,10,29,447.0,29,25,0
7,White,2,7,5.93406,9,7,19,67.0,14,20,10
