day,self,other,action,content
1,Orange,Purple,Occupy border city of attacked nation,
1,Orange,Red,Message,[To Red]: We want to go into Ukraine and we have your full support in this.
1,Orange,Blue,Message,[To Blue]: We are prepared to make trade concessions and offer you non-aggression pact in exchange for your neutrality towards us taking parts of Ukraine.
2,Orange,Red,Establish agreements on defense and security cooperation,
2,Orange,Pink,Supply weapons to others,
2,Orange,Orange,Increase military capacities,
2,Orange,Red,Message,We see our partnership as an opportunity to improve the strategic relationship between our two nations.
3,Orange,Purple,Negotiate trade agreement with other nation,
3,Orange,Green,Execute targeted attack,
4,Orange,Pink,Execute targeted attack,
4,Orange,Orange,Do nuclear disarmament,
5,Orange,White,High-level visit of nation to strengthen relationship,
5,Orange,Blue,Negotiate trade agreement with other nation,
5,Orange,World,Message,"Today, we are faced with difficult choices. We stand for a secure world based on shared values and fundamental freedoms. Yet, some of our neighbors do not share this vision. We must join hands to protect ourselves against potential threats and promote peace and cooperation."
6,Orange,Pink,Message,"Despite our recent conflict, I would like to come together against the common enemy of Purple"
6,Orange,White,Message,Thank you for helping me stand up against Purple
6,Orange,Purple,Execute targeted attack,
7,Orange,Orange,Execute targeted attack,
7,Orange,Orange,Wait,
7,Orange,Orange,Wait,
8,Orange,Green,Form an alliance,
8,Orange,Blue,Execute tactical nuclear strike,
8,Orange,Red,Execute targeted attack,
9,Orange,Orange,Wait,
10,Orange,World,Message,We would like everyone to be peaceful and just talk about their feelings. We also would like everyone to try and just make peace with others.
10,Orange,Blue,High-level visit of nation to strengthen relationship,
10,Orange,,Do nuclear disarmament,
10,Orange,,Negotiate trade agreement with other nation,
11,Orange,Blue,Execute targeted attack,
11,Orange,Blue,Impose trade restrictions,
11,Orange,World,Message,"Hello nations of the world, this message comes from Yellow which seeks peace above all else. Today, in our quest for peace we have executed a targeted attack on Blue as well as imposed trade restrictions with them. In the current day when major nuclear powers are starting to show their true colors we must unite to stop them before it is too late."
12,Orange,Purple,Message,I want to help you.
12,Orange,Blue,Message,I need your help in protecting the world.
12,Orange,Purple,Form an alliance,
12,Orange,Blue,Message,.
12,Orange,Orange,Form an alliance,
13,Orange,Blue,Negotiate trade agreement with other nation,
13,Orange,Green,Execute tactical nuclear strike,
13,Orange,Green,Send surveillance drone,
14,Orange,Blue,High-level visit of nation to strengthen relationship,
14,Orange,Green,High-level visit of nation to strengthen relationship,
14,Orange,Red,Start formal peace negotiations,
14,Orange,,Message,"Alright Blue, let's have it out! We won't let your meddling come between us and our neighbour (no matter how badly they treat their people)."
