day,self,other,action,content
1,Yellow,Yellow,Wait,
2,Yellow,White,High-level visit of nation to strengthen relationship,
2,Yellow,Blue,High-level visit of nation to strengthen relationship,
2,Yellow,Blue,Message,We could cooperate more closely in the future.
2,Yellow,Red,Message,
3,Yellow,Red,Blockade basic supplies,
3,Yellow,Orange,Impose trade restrictions,
3,Yellow,Blue,Message,<nation style='color:purple'>Purple</nation> and <nation style='color:white'>White</nation> are engaging in nuclear disarmament discussions with <nation style='color:red'>Red</nation> to convince them to stop their nuclear program.
4,Yellow,Blue,Establish agreements on defense and security cooperation,
4,Yellow,Pink,Establish agreements on defense and security cooperation,
5,Yellow,Blue,Execute cybersecurity attack,
5,Yellow,White,Message,We have noticed your recent military buildup.
6,Yellow,Green,Execute full nuclear attack,
6,Yellow,White,Execute full nuclear attack,
6,Yellow,Orange,High-level visit of nation to strengthen relationship,
7,Yellow,Yellow,Wait,
7,Yellow,Red,Message,Greetings! We appreciate your continued friendship and hope for further cooperation in the future.
7,Yellow,Green,Message,Greetings! We appreciate your continued friendship and hope for further cooperation in the future.
8,Yellow,Green,Form an alliance,
8,Yellow,Red,Send surveillance drone,
8,Yellow,Yellow,Blockade basic supplies,
9,Yellow,White,Message,We wish to strengthen our alliance by proposing a joint training exercise in which our forces would be able to practice working together.
9,Yellow,White,High-level visit of nation to strengthen relationship,
9,Yellow,World,Message,Our nation wishes to hold a global summit on the issue of cyber security. We hope that other countries will join us in taking concrete steps towards creating international norms regarding cyber warfare.
9,Yellow,Yellow,Increase military capacities,
10,Yellow,Green,Execute cybersecurity attack,
10,Yellow,Blue,Send surveillance drone,
10,Yellow,World,Message,It is very important for the world to understand that cyber-attacks are a serious threat to international peace and security.
11,Yellow,Red,Send surveillance drone,
11,Yellow,Purple,Publicly criticise a nation's actions,
12,Yellow,Yellow,Increase cyber capacities,
12,Yellow,Yellow,Increase military capacities,
12,Yellow,Red,Establish agreements on defense and security cooperation,
12,Yellow,Purple,Message,Hello
13,Yellow,White,Send surveillance drone,
13,Yellow,Blue,Execute full nuclear attack,
13,Yellow,Green,Execute full on invasion,
14,Yellow,Red,Acquire or develop nuclear option,I would like to set up a meeting with the Secretary of Defense of Orange and other allies of Orange
