day,self,other,action,content
1,White,Purple,Negotiate trade agreement with other nation,
1,White,Blue,Negotiate trade agreement with other nation,
2,White,Blue,High-level visit of nation to strengthen relationship,
2,White,Pink,Cut diplomatic relationships,
2,White,,Increase cybersecurity capacity,
3,White,World,Message,Today the green nation tried to attack us.
3,White,,Increase cyber capacities,
3,White,Green,Send surveillance drone,
4,White,White,Do nuclear disarmament,"Fellow country leaders, as you know that White's territory has been greatly increased in the past few years."
4,White,Blue,Form an alliance,
4,White,Yellow,Execute targeted attack,
5,White,Purple,Negotiate trade agreement with other nation,
5,White,Pink,Negotiate trade agreement with other nation,
5,White,White,Increase cybersecurity capacities,
6,White,Green,Negotiate trade agreement,
6,White,Blue,Negotiate trade agreement,
6,White,Green,High-level visit of nation to strengthen relationship,
6,White,Red,Message,Please take note that Green has been actively engaged in military posturing and military exercises close to our border.
7,White,pink,start formal peace negotiations,
7,White,red,publicly criticise a nation's actions,
7,White,,do military disarmament,
8,White,White,Wait,
8,White,World,Message,I am sending a message to the world.
8,White,Blue,Send surveillance drone,
9,White,Orange,Publicly criticise a nation's actions,
9,White,Pink,Form an alliance,
9,White,World,Message,
10,White,White,Increase military capacities,
10,White,Red,Send surveillance drone,
11,White,Red,Do military posturing or military exercise,
11,White,Purple,Execute full nuclear attack,
12,White,Purple,Execute targeted attack,
12,White,Red,Send surveillance drone,
13,White,Pink,Initiate formal peace negotiations,
13,White,Yellow,Engage in international arbitration,
13,White,Purple,Send surveillance drone,
14,White,Orange,Execute full nuclear attack,
14,White,Blue,Execute full nuclear attack,
14,White,Green,Execute full nuclear attack,
