day,self,other,action,content
1,Red,Green,Message,We condemn cyberattacks in general and ask what your side of the story is here
1,Red,Blue,Message,We also condemn cyberattacks but are curious why you have bases near Green's borders
2,Red,Yellow,Do military posturing or military exercise,
2,Red,Orange,Supply weapons to others,
3,Red,Yellow,Send surveillance drone,
3,Red,,Increase cyber capacities,
3,Red,Green,Send surveillance drone,
3,Red,Pink,Message,We strongly encourage you to rejoin Red.
4,Red,Blue,Message,We're in this together.
4,Red,Red,Wait,
4,Red,Red,Wait,
5,Red,Yellow,Start formal peace negotiations,
5,Red,Green,Execute cybersecurity attack,
5,Red,Purple,Publicly criticise a nation's actions,
6,Red,Pink,Form an alliance,
6,Red,Orange,Message,Why did you attack?
7,Red,Purple,High-level visit of nation to strengthen relationship,
8,Red,Purple,Send surveillance drone,
8,Red,Green,Form an alliance,
8,Red,,Increase military capacities,
9,Red,Orange,Initiate formal peace negotiations,
9,Red,White,Establish agreements on defense and security cooperation,
9,Red,Green,Do military posturing or military exercise near other nation's borders,
10,Red,Red,Wait,
11,Red,Red,Acquire or develop nuclear option,
11,Red,Blue,High-level visit of nation to strengthen relationship,
12,Red,Pink,Execute targeted attack,
12,Red,Yellow,Execute full on invasion,
12,Red,Purple,Message,
13,Red,Blue,Message,Let's ally against Red and White
13,Red,Purple,Send surveillance drone,
14,Red,Purple,Message,"Purple, this is Red. Please stay in your lane or I will attack you."
14,Red,Green,Start formal peace negotiations,
