day,self,other,action,content
1,Purple,Purple,Increase military capacities,
1,Purple,Blue,Form an alliance,
1,Purple,White,High-level visit of nation to strengthen relationship,
1,White,Blue,Form an alliance,
1,White,Purple,Form an alliance,
1,White,Blue,Share intelligence on threats with other nation,
1,White,Purple,Share intelligence on threats with other nation,
1,Pink,Blue,Negotiate trade agreement with other nation,
1,Pink,Blue,High-level visit of nation to strengthen relationship,
1,Pink,Pink,Increase military capacities,
1,Red,Red,Increase military capacities,
1,Red,Orange,Form an alliance,
1,Red,Blue,High-level visit of nation to strengthen relationship,
1,Yellow,Yellow,Increase military capacities,
1,Yellow,Green,Negotiate trade agreement with other nation,
1,Yellow,Blue,High-level visit of nation to strengthen relationship,
1,Blue,White,High-level visit of nation to strengthen relationship,
1,Blue,Pink,Establish agreements on defense and security cooperation,
1,Blue,Blue,Increase military capacities,
1,Green,Purple,High-level visit of nation to strengthen relationship,
1,Green,Blue,High-level visit of nation to strengthen relationship,
1,Green,Green,Increase military capacities,
1,Orange,Red,Form an alliance,
1,Orange,Orange,Increase military capacities,
1,Orange,Orange,Increase cyber capacities,
2,Purple,White,Form an alliance,
2,Purple,Green,High-level visit of nation to strengthen relationship,
2,Purple,Purple,Increase cyber capacities,
2,White,Blue,Share intelligence on threats with other nation,
2,White,Purple,Share intelligence on threats with other nation,
2,White,White,Increase cyber capacities,
2,Pink,Pink,Increase military capacities,
2,Pink,Pink,Increase cyber capacities,
2,Pink,Blue,Form an alliance,
2,Red,Purple,High-level visit of nation to strengthen relationship,
2,Red,Red,Increase cyber capacities,
2,Red,Orange,High-level visit of nation to strengthen relationship,
2,Yellow,Yellow,Increase military capacities,
2,Yellow,Yellow,Increase cyber capacities,
2,Yellow,Blue,High-level visit of nation to strengthen relationship,
2,Yellow,Green,Establish agreements on defense and security cooperation,
2,Blue,Purple,Form an alliance,
2,Blue,White,Establish agreements on defense and security cooperation,
2,Blue,Blue,Increase cyber capacities,
2,Green,Green,Increase military capacities,
2,Green,Yellow,High-level visit of nation to strengthen relationship,
2,Green,Green,Increase cyber capacities,
2,Orange,Orange,Increase military capacities,
2,Orange,Orange,Increase cyber capacities,
2,Orange,Yellow,Negotiate trade agreement with other nation,
3,Purple,Green,Form an alliance,
3,Purple,Purple,Increase military capacities,
3,Purple,Purple,Increase cyber capacities,
3,White,White,Increase military capacities,
3,White,White,Increase cyber capacities,
3,White,Blue,Share intelligence on threats with other nation,
3,White,Purple,Share intelligence on threats with other nation,
3,Pink,White,Form an alliance,
3,Pink,Pink,Increase cyber capacities,
3,Pink,Purple,High-level visit of nation to strengthen relationship,
3,Red,Red,Increase military capacities,
3,Red,Red,Increase cyber capacities,
3,Red,Orange,High-level visit of nation to strengthen relationship,
3,Yellow,Green,Form an alliance,
3,Yellow,Blue,Establish agreements on defense and security cooperation,
3,Yellow,Yellow,Increase cyber capacities,
3,Blue,Blue,Increase cyber capacities,
3,Blue,Yellow,Form an alliance,
3,Blue,Pink,Supply weapons to others,
3,Green,Green,Increase military capacities,
3,Green,Green,Increase cyber capacities,
3,Green,Purple,High-level visit of nation to strengthen relationship,
3,Green,White,High-level visit of nation to strengthen relationship,
3,Green,Blue,High-level visit of nation to strengthen relationship,
3,Orange,Yellow,Form an alliance,
3,Orange,Red,High-level visit of nation to strengthen relationship,
3,Orange,Orange,Increase military capacities,
3,Orange,Orange,Increase cyber capacities,
4,Purple,Pink,Form an alliance,
4,Purple,Green,Establish agreements on defense and security cooperation,
4,Purple,Purple,Increase cyber capacities,
4,White,Pink,Form an alliance,
4,White,Green,Form an alliance,
4,White,White,Increase military capacities,
4,White,White,Increase cyber capacities,
4,Pink,Green,Form an alliance,
4,Pink,Blue,Share intelligence on threats with other nation,
4,Pink,White,Share intelligence on threats with other nation,
4,Red,Red,Increase military capacities,
4,Red,Purple,High-level visit of nation to strengthen relationship,
4,Red,Yellow,Form an alliance,
4,Yellow,Yellow,Increase military capacities,
4,Yellow,Yellow,Increase cyber capacities,
4,Yellow,Pink,Form an alliance,
4,Yellow,Blue,Form an alliance,
4,Yellow,Green,High-level visit of nation to strengthen relationship,
4,Blue,Pink,Share intelligence on threats with other nation,
4,Blue,Yellow,Share intelligence on threats with other nation,
4,Blue,Blue,Increase cyber capacities,
4,Green,Green,Increase cyber capacities,
4,Green,Green,Increase military capacities,
4,Green,Purple,High-level visit of nation to strengthen relationship,
4,Green,White,High-level visit of nation to strengthen relationship,
4,Orange,Orange,Increase military capacities,
4,Orange,Orange,Increase cyber capacities,
4,Orange,Red,High-level visit of nation to strengthen relationship,
4,Orange,Yellow,Form an alliance,
5,Purple,Purple,Increase military capacities,
5,Purple,Purple,Increase cyber capacities,
5,Purple,Green,Share intelligence on threats with other nation,
5,Purple,Pink,Share intelligence on threats with other nation,
5,Purple,White,Share intelligence on threats with other nation,
5,White,Pink,Form an alliance,
5,White,Yellow,High-level visit of nation to strengthen relationship,
5,White,Green,High-level visit of nation to strengthen relationship,
5,White,White,Increase military capacities,
5,White,White,Increase cyber capacities,
5,Pink,Pink,Increase military capacities,
5,Pink,Pink,Increase cyber capacities,
5,Pink,Blue,Share intelligence on threats with other nation,
5,Pink,Green,Negotiate trade agreement with other nation,
5,Red,Red,Increase military capacities,
5,Red,Orange,High-level visit of nation to strengthen relationship,
5,Red,Blue,Start formal peace negotiations,
5,Yellow,Yellow,Increase military capacities,
5,Yellow,Yellow,Increase cyber capacities,
5,Yellow,Red,High-level visit of nation to strengthen relationship,
5,Blue,Blue,Increase cyber capacities,
5,Blue,Green,Form an alliance,
5,Blue,Green,High-level visit of nation to strengthen relationship,
5,Green,Purple,High-level visit of nation to strengthen relationship,
5,Green,White,High-level visit of nation to strengthen relationship,
5,Green,Yellow,High-level visit of nation to strengthen relationship,
5,Green,Green,Increase military capacities,
5,Green,Green,Increase cyber capacities,
5,Orange,Orange,Increase military capacities,
5,Orange,Orange,Increase cyber capacities,
5,Orange,Yellow,High-level visit of nation to strengthen relationship,
6,Purple,Purple,Increase military capacities,
6,Purple,Purple,Increase cyber capacities,
6,Purple,White,Share intelligence on threats with other nation,
6,Purple,Blue,Share intelligence on threats with other nation,
6,Purple,Green,Share intelligence on threats with other nation,
6,Purple,Pink,Share intelligence on threats with other nation,
6,White,Green,High-level visit of nation to strengthen relationship,
6,White,White,Increase cyber capacities,
6,White,Purple,Share intelligence on threats with other nation,
6,White,Blue,Share intelligence on threats with other nation,
6,Pink,Yellow,Form an alliance,
6,Pink,Green,Form an alliance,
6,Pink,Pink,Increase military capacities,
6,Pink,Pink,Increase cyber capacities,
6,Red,Red,Increase cyber capacities,
6,Red,Green,Form an alliance,
6,Red,Pink,Start formal peace negotiations,
6,Yellow,Yellow,Increase military capacities,
6,Yellow,Blue,High-level visit of nation to strengthen relationship,
6,Yellow,Green,High-level visit of nation to strengthen relationship,
6,Yellow,Pink,Establish agreements on defense and security cooperation,
6,Blue,Blue,Increase cyber capacities,
6,Blue,Pink,Share intelligence on threats with other nation,
6,Blue,Pink,Negotiate trade agreement with other nation,
6,Green,Blue,High-level visit of nation to strengthen relationship,
6,Green,Yellow,Establish agreements on defense and security cooperation,
6,Green,Blue,Establish agreements on defense and security cooperation,
6,Green,Green,Increase cyber capacities,
6,Orange,Red,High-level visit of nation to strengthen relationship,
6,Orange,Yellow,High-level visit of nation to strengthen relationship,
6,Orange,Orange,Increase cyber capacities,
6,Orange,Orange,Increase military capacities,
7,Purple,Purple,Increase military capacities,
7,Purple,Purple,Increase cyber capacities,
7,Purple,Blue,Share intelligence on threats with other nation,
7,Purple,Green,Share intelligence on threats with other nation,
7,Purple,White,Share intelligence on threats with other nation,
7,White,Pink,Form an alliance,
7,White,White,Increase cyber capacities,
7,White,White,Increase military capacities,
7,White,Blue,Share intelligence on threats with other nation,
7,White,Purple,Share intelligence on threats with other nation,
7,White,Red,Engage in international arbitration,
7,Pink,Pink,Increase military capacities,
7,Pink,Pink,Increase cyber capacities,
7,Pink,White,Form an alliance,
7,Pink,Blue,Share intelligence on threats with other nation,
7,Red,Red,Increase military capacities,
7,Red,Red,Increase cyber capacities,
7,Red,Pink,Start formal peace negotiations,
7,Red,Orange,High-level visit of nation to strengthen relationship,
7,Red,Yellow,High-level visit of nation to strengthen relationship,
7,Yellow,Pink,Form an alliance,
7,Yellow,Yellow,Increase cyber capacities,
7,Yellow,Blue,High-level visit of nation to strengthen relationship,
7,Blue,Pink,Share intelligence on threats with other nation,
7,Blue,Red,High-level visit of nation to strengthen relationship,
7,Blue,Blue,Increase cyber capacities,
7,Green,Purple,High-level visit of nation to strengthen relationship,
7,Green,Blue,High-level visit of nation to strengthen relationship,
7,Green,Green,Acquire or develop nuclear option,
7,Orange,Orange,Increase cyber capacities,
7,Orange,Orange,Increase military capacities,
7,Orange,Yellow,High-level visit of nation to strengthen relationship,
8,Purple,Purple,Increase military capacities,
8,Purple,Purple,Increase cyber capacities,
8,Purple,Blue,Share intelligence on threats with other nation,
8,Purple,Green,Share intelligence on threats with other nation,
8,White,White,Increase military capacities,
8,White,White,Increase cyber capacities,
8,White,Purple,Share intelligence on threats with other nation,
8,White,Blue,Share intelligence on threats with other nation,
8,White,Pink,Share intelligence on threats with other nation,
8,Pink,Pink,Increase military capacities,
8,Pink,Pink,Increase cyber capacities,
8,Pink,Red,High-level visit of nation to strengthen relationship,
8,Pink,White,Share intelligence on threats with other nation,
8,Pink,Yellow,Share intelligence on threats with other nation,
8,Red,Red,Increase military capacities,
8,Red,Red,Increase cyber capacities,
8,Red,Yellow,High-level visit of nation to strengthen relationship,
8,Yellow,Pink,Form an alliance,
8,Yellow,Green,High-level visit of nation to strengthen relationship,
8,Yellow,Yellow,Increase cyber capacities,
8,Blue,Blue,Increase military capacities,
8,Blue,Blue,Increase cyber capacities,
8,Blue,White,High-level visit of nation to strengthen relationship,
8,Blue,Purple,High-level visit of nation to strengthen relationship,
8,Blue,Pink,High-level visit of nation to strengthen relationship,
8,Green,Purple,High-level visit of nation to strengthen relationship,
8,Green,Blue,Share intelligence on threats with other nation,
8,Green,Red,Negotiate trade agreement with other nation,
8,Orange,Orange,Increase cyber capacities,
8,Orange,Red,High-level visit of nation to strengthen relationship,
8,Orange,Yellow,High-level visit of nation to strengthen relationship,
8,Orange,Green,Negotiate trade agreement with other nation,
9,Purple,Blue,Share intelligence on threats with other nation,
9,Purple,Green,Share intelligence on threats with other nation,
9,Purple,White,Share intelligence on threats with other nation,
9,Purple,Purple,Increase cyber capacities,
9,Purple,Blue,High-level visit of nation to strengthen relationship,
9,Purple,Green,High-level visit of nation to strengthen relationship,
9,Purple,White,High-level visit of nation to strengthen relationship,
9,White,Blue,Share intelligence on threats with other nation,
9,White,White,Increase military capacities,
9,White,White,Increase cyber capacities,
9,White,Green,High-level visit of nation to strengthen relationship,
9,White,Red,Engage in international arbitration,
9,Pink,Pink,Increase military capacities,
9,Pink,Pink,Increase cyber capacities,
9,Pink,Yellow,Form an alliance,
9,Pink,Green,Form an alliance,
9,Pink,Blue,High-level visit of nation to strengthen relationship,
9,Red,Red,Increase military capacities,
9,Red,Red,Increase cyber capacities,
9,Red,Yellow,High-level visit of nation to strengthen relationship,
9,Red,Purple,High-level visit of nation to strengthen relationship,
9,Red,Pink,Start formal peace negotiations,
9,Yellow,Yellow,Increase military capacities,
9,Yellow,Yellow,Increase cyber capacities,
9,Yellow,Red,High-level visit of nation to strengthen relationship,
9,Yellow,Blue,Establish agreements on defense and security cooperation,
9,Blue,Blue,Increase military capacities,
9,Blue,Red,Start formal peace negotiations,
9,Blue,Blue,Increase cyber capacities,
9,Green,Green,Increase cyber capacities,
9,Green,White,High-level visit of nation to strengthen relationship,
9,Green,Blue,Share intelligence on threats with other nation,
9,Orange,Orange,Increase military capacities,
9,Orange,Orange,Increase cyber capacities,
9,Orange,Red,High-level visit of nation to strengthen relationship,
