day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,6,37.6,10,10,12,447.0,11,12,0
2,White,2,6,6.0,10,8,13,67.0,12,13,10
2,Pink,1,4,2.652,9,7,10,23.5,11,10,0
2,Red,6,12,33.966,10,10,11,1400.0,6,12,10
2,Yellow,3,8,20.808,10,10,9,1380.0,12,9,10
2,Blue,7,10,42.0,10,10,14,332.0,11,15,10
2,Green,3,6,6.2,8,6,8,213.0,6,6,0
2,Orange,7,5,10.210199999999999,7,7,7,143.0,9,8,10
3,Purple,5,6,37.6,10,10,13,447.0,12,13,0
3,White,2,6,6.0,10,8,14,67.0,12,14,10
3,Pink,1,4,2.652,9,7,11,23.5,12,11,0
3,Red,6,13,33.932034,10,10,11,1400.0,6,12,10
3,Yellow,3,8,21.22416,11,11,9,1380.0,14,9,10
3,Blue,7,11,42.84,11,11,17,332.0,15,18,10
3,Green,3,6,6.2,8,6,8,213.0,6,7,0
3,Orange,7,6,10.199989799999999,7,7,7,143.0,9,8,10
4,Purple,5,6,37.6,10,10,14,447.0,13,14,0
4,White,2,6,6.0,10,8,15,67.0,12,15,10
4,Pink,1,4,2.652,9,7,12,23.5,13,12,0
4,Red,6,14,33.898101966,10,10,11,1400.0,6,12,10
4,Yellow,3,7,22.081616064000002,13,13,11,1380.0,21,9,0
4,Blue,7,12,44.570736000000004,13,13,20,332.0,21,21,10
4,Green,3,6,6.2,8,6,8,213.0,6,8,0
4,Orange,7,7,10.189789810199999,7,7,7,143.0,9,8,10
5,Purple,5,5,37.6,10,10,17,447.0,16,16,0
5,White,2,6,6.12,11,9,16,67.0,14,16,10
5,Pink,1,4,2.652,9,7,13,23.5,14,13,0
5,Red,6,15,33.864203864033996,10,10,11,1400.0,6,13,10
5,Yellow,3,7,22.9737133529856,15,15,11,1380.0,25,9,0
5,Blue,7,14,46.325022340665605,15,15,22,332.0,26,23,10
5,Green,3,6,6.2,8,6,8,213.0,6,9,0
5,Orange,7,8,10.383192020797594,8,8,7,143.0,11,8,10
6,Purple,5,5,38.352000000000004,11,11,19,447.0,20,18,0
6,White,2,7,6.12,11,9,19,67.0,16,19,10
6,Pink,1,4,2.652,9,7,14,23.5,15,14,0
6,Red,6,16,33.83033966016996,10,10,11,1400.0,6,13,10
6,Yellow,3,8,24.86748616789305,19,19,11,1380.0,34,9,0
6,Blue,7,15,49.16048430809307,18,18,26,332.0,34,27,10
6,Green,3,6,6.450480000000001,10,8,8,213.0,10,10,0
6,Orange,7,8,10.802672978437817,10,10,7,143.0,15,8,10
7,Purple,5,5,39.119040000000005,12,12,22,447.0,24,21,0
