day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,6,39.119040000000005,12,12,16,447.0,19,12,0
2,White,2,6,6.12,11,9,14,67.0,15,12,10
2,Pink,1,4,2.6,8,6,8,23.5,8,8,0
2,Red,6,11,33.966,10,10,10,1400.0,6,10,10
2,Yellow,3,7,20.808,10,10,9,1380.0,10,9,10
2,Blue,7,10,43.6968,12,12,13,332.0,16,12,10
2,Green,3,6,6.324000000000001,9,7,10,213.0,10,7,0
2,Orange,7,6,10.0,6,6,6,143.0,5,7,10
3,Purple,5,6,39.119040000000005,12,12,20,447.0,23,13,0
3,White,2,6,6.12,11,9,16,67.0,17,12,10
3,Pink,1,4,2.6,8,6,10,23.5,10,9,0
3,Red,6,10,33.966,10,10,11,1400.0,7,10,10
3,Yellow,3,7,20.808,10,10,10,1380.0,11,9,10
3,Blue,7,10,43.6968,12,12,15,332.0,16,14,10
3,Green,3,6,6.324000000000001,9,7,10,213.0,10,7,0
3,Orange,7,7,9.99,6,6,6,143.0,5,7,10
4,Purple,5,6,39.119040000000005,12,12,21,447.0,24,13,0
4,White,2,6,6.12,11,9,16,67.0,17,12,10
4,Pink,1,4,2.6,8,6,10,23.5,10,9,0
4,Red,6,11,33.932034,10,10,11,1400.0,7,10,10
4,Yellow,3,7,21.22416,11,11,11,1380.0,14,9,10
4,Blue,7,10,44.570736000000004,13,13,15,332.0,18,14,10
4,Green,3,6,6.324000000000001,9,7,10,213.0,10,7,0
4,Orange,7,7,9.99,6,6,6,143.0,5,7,10
5,Purple,5,6,39.04080192000001,12,10,20,447.0,25,13,0
5,White,2,6,6.12,11,9,16,67.0,17,12,10
5,Pink,1,5,2.5974,8,6,11,23.5,11,9,0
5,Red,6,11,33.932034,10,10,11,1400.0,7,10,10
5,Yellow,3,7,21.22416,11,11,11,1380.0,14,9,10
5,Blue,7,10,44.570736000000004,13,13,15,332.0,18,14,10
5,Green,3,6,6.324000000000001,9,7,10,213.0,10,8,0
5,Orange,7,8,9.98001,6,6,6,143.0,4,7,10
6,Purple,5,7,38.84591008065216,12,6,19,447.0,27,15,0
6,White,2,6,6.12,11,9,18,67.0,19,13,10
6,Pink,1,6,2.5948026,8,6,12,23.5,12,9,0
6,Red,6,11,33.932034,10,10,11,1400.0,6,10,10
6,Yellow,3,7,21.22416,11,11,11,1380.0,14,9,10
6,Blue,7,10,44.570736000000004,13,13,15,332.0,18,14,10
6,Green,3,7,6.3176760000000005,9,7,10,213.0,10,8,0
6,Orange,7,9,9.97002999,6,6,6,143.0,3,7,10
7,Purple,5,8,38.72945004223036,12,4,18,447.0,28,16,0
