day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,6,37.6,10,10,13,447.0,12,11,0
2,White,2,6,6.12,11,9,11,67.0,11,10,10
2,Pink,1,2,2.6,8,6,11,23.5,12,8,0
2,Red,6,10,34.0,10,10,11,1400.0,8,10,10
2,Yellow,3,6,20.019999999999996,8,8,8,1380.0,7,9,10
2,Blue,7,11,42.75432,11,9,7,332.0,13,10,10
2,Green,3,7,6.2,8,6,8,213.0,6,6,0
2,Orange,7,5,10.0,6,6,10,143.0,10,8,0
3,Purple,5,5,35.72,10,8,11,446.553,14,7,0
3,White,2,6,6.12,11,9,10,67.0,11,11,10
3,Pink,1,2,2.6,8,6,11,23.5,12,10,0
3,Red,6,11,33.966,10,10,12,1400.0,9,11,10
3,Yellow,3,7,20.019999999999996,8,8,8,1380.0,7,9,10
3,Blue,7,12,42.71156568,11,9,7,332.0,13,11,10
3,Green,3,7,6.2062,8,6,9,213.0,8,6,0
3,Orange,7,3,9.99,6,6,11,143.0,9,10,0
4,Purple,5,5,36.4344,11,9,13,446.553,18,7,0
4,White,2,6,6.12,11,9,11,67.0,12,11,10
4,Pink,1,2,2.652,9,7,11,23.5,14,10,0
4,Red,6,12,33.966,10,10,13,1400.0,11,12,10
4,Yellow,3,7,20.420399999999997,9,9,10,1380.0,11,9,10
4,Blue,7,12,43.5657969936,12,10,8,332.0,16,11,10
4,Green,3,7,6.2062,8,6,9,213.0,8,6,0
4,Orange,7,3,9.99,6,6,11,143.0,9,10,0
5,Purple,5,5,36.4344,11,9,13,446.553,19,7,0
5,White,2,7,6.12,11,9,14,67.0,14,12,10
5,Pink,1,2,2.652,9,7,12,23.5,16,10,0
5,Red,6,14,34.645320000000005,11,11,14,1400.0,14,13,10
5,Yellow,3,7,20.420399999999997,9,9,11,1380.0,12,9,10
5,Blue,7,13,44.39267582053853,13,11,9,332.0,19,11,10
5,Green,3,7,6.2062,8,6,12,213.0,13,6,0
5,Orange,7,2,9.999989999999999,6,6,10,143.0,10,10,0
6,Purple,5,0,29.420778,11,2,7,437.18431806,22,4,0
6,White,2,6,6.0042102119999985,9,7,14,67.0,13,12,10
6,Pink,1,2,2.7050400000000003,10,8,12,23.5,18,10,0
6,Red,6,13,33.5723544396,9,9,14,1400.0,11,14,10
6,Yellow,3,4,19.17455282542799,8,7,10,1378.62,11,8,10
6,Blue,7,13,42.1730420295116,13,10,8,331.668,21,10,10
6,Green,3,4,6.144138,8,2,8,212.787,5,6,0
6,Orange,7,0,7.978261515980505,6,0,0,139.85986014,0,7,0
7,Purple,5,0,30.00919356,12,3,9,437.18431806,26,4,0
