day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,0,32.5992,11,5,5,438.06,14,8,0
2,White,2,1,5.1,10,2,4,65.66,11,8,10
2,Pink,1,4,2.6,8,6,8,23.5,8,8,0
2,Red,6,10,34.68,11,11,10,1400.0,8,10,10
2,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
2,Blue,7,5,36.414,11,5,4,325.36,13,8,10
2,Green,3,5,6.324000000000001,9,7,10,213.0,11,6,0
2,Orange,7,0,9.70299,6,0,0,142.571428857,0,7,10
3,Purple,5,0,32.5992,11,5,4,438.06,14,8,0
3,White,2,2,5.1,10,2,5,65.66,12,8,10
3,Pink,1,5,2.6,8,6,8,23.5,8,8,0
3,Red,6,8,34.74939467999999,11,11,11,1400.0,11,10,10
3,Yellow,3,7,20.0,8,8,9,1380.0,7,8,10
3,Blue,7,5,36.377586,11,5,4,325.36,10,9,10
3,Green,3,4,6.324000000000001,9,7,12,213.0,14,6,0
3,Orange,7,0,9.2178405,6,0,0,142.428857428143,1,6,10
4,Purple,5,1,33.251184,12,4,1,438.06,8,9,0
4,White,2,4,5.0949,10,2,6,65.66,9,8,10
4,Pink,1,3,2.4699999999999998,8,5,7,23.4765,10,7,0
4,Red,6,7,35.40893819102639,12,12,11,1400.0,10,11,10
4,Yellow,3,7,20.0,8,8,9,1380.0,0,10,10
4,Blue,7,6,36.341208414,11,4,2,325.36,10,6,10
4,Green,3,3,6.324000000000001,9,7,14,213.0,17,6,0
4,Orange,7,0,8.3956091274,6,0,0,56.91457142828595,4,0,10
5,Purple,5,1,33.251184,12,4,1,438.06,8,11,0
5,White,2,5,5.3007339600000005,12,4,7,65.66,15,8,10
5,Pink,1,3,2.4699999999999998,8,5,8,23.4765,12,7,0
5,Red,6,8,35.40893819102639,12,12,10,1400.0,9,12,10
5,Yellow,3,7,20.0,8,8,9,1380.0,0,10,10
5,Blue,7,6,36.341208414,11,4,3,325.36,11,7,10
5,Green,3,2,6.324000000000001,9,7,16,213.0,20,6,0
5,Orange,7,0,8.3956091274,6,0,1,56.91457142828595,6,0,10
6,Purple,5,0,30.315463565587198,12,0,0,175.048776,14,3,0
6,White,2,6,5.3007339600000005,12,2,2,65.66,6,8,10
6,Pink,1,3,2.5193999999999996,9,6,8,23.4765,14,8,0
6,Red,6,8,35.40893819102639,12,12,11,1400.0,10,12,10
6,Yellow,3,8,20.3796,9,9,9,1380.0,2,10,10
6,Blue,7,7,36.341208414,11,2,0,325.36,0,7,10
6,Green,3,3,6.311358324,9,7,18,213.0,23,6,0
