day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,6,37.6,10,10,15,447.0,14,12,0
2,White,2,7,6.0,10,8,14,67.0,14,12,10
2,Pink,1,5,2.6,8,6,10,23.5,11,10,0
2,Red,6,11,33.966,10,10,11,1400.0,6,13,10
2,Yellow,3,8,20.0,8,8,11,1380.0,9,10,10
2,Blue,7,10,42.0,10,10,15,332.0,13,16,10
2,Green,3,7,6.1938,8,6,9,213.0,6,9,0
2,Orange,7,7,9.99,6,6,7,143.0,6,9,10
3,Purple,5,6,37.5248,10,8,19,447.0,19,15,0
3,White,2,8,5.994,10,8,17,67.0,17,13,10
3,Pink,1,5,2.6,8,6,14,23.5,16,13,0
3,Red,6,12,33.932034,10,10,11,1400.0,6,13,10
3,Yellow,3,9,19.98,8,8,17,1380.0,12,14,10
3,Blue,7,10,42.0,10,10,20,332.0,16,22,10
3,Green,3,7,6.1938,8,6,10,213.0,6,11,0
3,Orange,7,8,9.98001,6,6,7,143.0,6,11,10
4,Purple,5,7,37.4872752,10,8,24,447.0,23,18,0
4,White,2,9,5.9880059999999995,10,8,20,67.0,20,14,10
4,Pink,1,5,2.6,8,6,19,23.5,21,16,0
4,Red,6,13,33.898101966,10,10,12,1400.0,8,14,10
4,Yellow,3,9,19.98,8,8,23,1380.0,16,16,10
4,Blue,7,11,41.958,10,10,24,332.0,18,28,10
4,Green,3,7,6.1938,8,6,13,213.0,9,13,0
4,Orange,7,10,9.96005996001,6,6,7,143.0,7,11,10
5,Purple,5,7,37.4872752,10,8,27,447.0,26,19,0
5,White,2,10,5.982017994,10,8,23,67.0,23,15,10
5,Pink,1,6,2.5974,8,6,26,23.5,26,19,0
5,Red,6,14,33.864203864033996,10,10,13,1400.0,10,16,10
5,Yellow,3,9,19.98,8,8,32,1380.0,23,20,10
5,Blue,7,13,41.916042,10,10,25,332.0,20,29,10
5,Green,3,8,6.1876062,8,6,16,213.0,12,14,0
5,Orange,7,11,9.96005996001,6,6,9,143.0,10,12,10
6,Purple,5,7,37.4872752,10,8,34,447.0,32,23,0
6,White,2,11,5.976035976005999,10,8,29,67.0,29,17,10
6,Pink,1,6,2.5974,8,6,33,23.5,32,22,0
6,Red,6,15,33.83033966016996,10,10,14,1400.0,11,19,10
6,Yellow,3,10,19.96002,8,8,43,1380.0,32,25,10
6,Blue,7,15,41.832251832042,10,10,30,332.0,22,35,10
6,Green,3,9,6.1814185938,8,6,20,213.0,16,15,0
6,Orange,7,12,9.95009990004999,6,6,11,143.0,12,14,10
7,Purple,5,7,37.4872752,10,8,42,447.0,38,29,0
