"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","7","39.1228752","11","13","12","447","17","10","0"
"2","White","7","6.368496541200002","11","13","13","67","20","11","10"
"2","Pink","4","2.6260000000000003","8","7","10","23.5","11","9","0"
"2","Red","10","34","10","10","10","1400","6","10","10"
"2","Yellow","8","6.718420454400001","10","11","7","1380","12","7","10"
"2","Blue","11","42.8442","10","12","12","332","14","12","10"
"2","Green","6","6.32462","8","8","11","213","10","7","0"
"3","Purple","8","40.30438603104","12","15","13","447","22","10","0"
"3","White","8","6.560825136744242","12","15","13","67","24","11","10"
"3","Pink","5","2.7596818345200003","9","11","10","23.5","17","9","0"
"3","Red","10","34.34","10","11","11","1400","8","10","10"
"3","Yellow","8","6.785604658944001","10","12","10","1380","16","7","10"
"3","Blue","11","43.70536842","10","14","15","332","19","12","10"
"3","Green","7","6.515623524","9","10","13","213","16","7","0"
"4","Purple","8","41.93679427406918","13","18","14","447","27","10","0"
"4","White","8","6.692697721992801","12","17","14","67","27","11","10"
"4","Pink","6","2.7872786528652003","9","12","11","23.5","15","9","10"
"4","Red","11","34.683400000000006","10","12","12","1400","11","11","10"
"4","Yellow","9","7.131039571028958","11","16","10","1380","22","7","10"
"4","Blue","11","45.93478145274316","10","19","15","332","24","12","10"
"4","Green","7","6.6465875568324","9","12","16","213","20","8","0"
"5","Purple","9","43.63531831575753","14","21","15","447","33","10","0"
"5","White","9","6.963765365128953","13","20","14","67","32","11","10"
"5","Pink","6","2.7872786528652003","9","12","11","23.5","15","9","10"
"5","Red","12","35.734341703400005","10","15","15","1400","18","12","10"
"5","Yellow","10","7.5682581544494685","13","20","11","1380","30","7","10"
"5","Blue","11","46.8580705599433","10","20","18","332","28","13","10"
"5","Green","8","7.124644432970215","11","16","20","213","29","10","0"
"6","Purple","9","45.407087217003735","14","24","16","447","37","10","0"
"6","White","9","7.245811789947407","14","23","17","67","39","12","10"
"6","Pink","6","2.8433029537877905","9","13","14","23.5","19","9","10"
"6","Red","13","36.45260197163835","10","17","16","1400","22","13","10"
"6","Yellow","10","8.033070979920023","14","24","13","1380","36","8","10"
"6","Blue","12","49.740786117663305","10","25","20","332","35","14","10"
"6","Green","8","7.413933566772982","11","18","24","213","35","10","0"
"7","Purple","9","47.72330501083816","14","28","18","447","43","11","0"
"7","White","9","7.318269907846881","14","24","18","67","41","13","10"
"7","Pink","6","2.9004533431589254","9","15","14","23.5","21","9","10"
"7","Red","14","36.78031086336338","10","18","18","1400","26","14","10"
"7","Yellow","11","8.113401689719224","14","25","14","1380","39","9","10"
"7","Blue","13","51.76046149459277","10","29","22","332","41","15","10"
"7","Green","9","7.56295363146512","11","19","27","213","39","11","0"
"8","Purple","9","48.68254344155601","14","30","21","447","47","14","0"
"8","White","10","7.615421012367795","14","27","21","67","48","13","10"
