"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","6","37.976","10","10","12","447","13","10","0"
"2","White","6","6","10","8","11","67","10","11","10"
"2","Pink","4","2.6260000000000003","8","6","9","23.5","10","8","0"
"2","Red","11","34","10","10","11","1400","7","11","10"
"2","Yellow","7","6.4","8","8","7","1380","6","8","10"
"2","Blue","10","42","10","10","11","332","12","10","10"
"2","Green","6","6.32462","8","6","10","213","9","6","0"
"3","Purple","6","38.35576","10","10","13","447","14","10","0"
"3","White","8","6.1206000000000005","10","6","12","66.994","13","12","10"
"3","Pink","4","2.7055704260000004","8","7","12","23.5","14","9","0"
"3","Red","11","34","10","10","13","1400","13","11","10"
"3","Yellow","9","6.4","8","6","6","1379.994","9","8","10"
"3","Blue","10","42.42","10","10","13","332","15","10","10"
"3","Green","6","6.516262310620001","8","7","13","213","15","6","0"
"4","Purple","6","38.7393176","10","10","15","447","17","10","0"
"4","White","10","6.243624060000001","10","4","13","66.988","15","13","10"
"4","Pink","4","2.7599523915626003","8","7","15","23.5","19","10","0"
"4","Red","11","34.34","10","10","16","1400","20","11","10"
"4","Yellow","11","6.4","8","4","5","1379.9879999999998","12","8","10"
"4","Blue","10","42.8442","10","10","16","332","21","10","10"
"4","Green","6","6.7137115748940985","8","7","17","213","21","6","0"
"5","Purple","6","39.517977883760004","10","10","17","447","19","10","0"
"5","White","12","6.432812112642061","10","2","15","66.982","18","14","10"
"5","Pink","4","2.872017526069132","8","7","20","23.5","25","10","0"
"5","Red","11","34.683400000000006","10","10","19","1400","26","12","10"
"5","Yellow","13","6.464","8","2","5","1379.9819999999997","16","8","10"
"5","Blue","12","43.272642","10","8","16","331.994","24","10","10"
"5","Green","6","6.986315186818214","8","7","21","213","26","6","0"
"6","Purple","6","40.31228923922358","10","10","20","447","23","10","0"
"6","White","14","6.627732752467228","10","0","16","66.976","21","14","10"
"6","Pink","4","3.018519283961996","8","7","26","23.5","33","10","0"
"6","Red","11","34.683400000000006","10","10","21","1400","33","12","10"
"6","Yellow","15","6.52864","8","0","5","1379.9759999999997","20","8","10"
"6","Blue","12","43.272642","10","8","18","331.994","30","10","10"
"6","Green","6","7.342687474512202","8","7","27","213","34","6","0"
"7","Purple","6","41.122566252931975","10","10","23","447","27","10","0"
"7","White","16","6.76095018079182","10","-2","17","66.97","23","15","10"
"7","Pink","4","3.141083271153182","8","7","31","23.5","40","10","0"
"7","Red","11","34.683400000000006","10","10","23","1400","39","13","10"
"7","Yellow","17","6.5939264","8","-2","5","1379.9699999999996","24","8","10"
"7","Blue","12","43.272642","10","8","20","331.994","35","10","10"
"7","Green","8","7.717238330455712","8","5","31","212.994","42","6","0"
"8","Purple","6","41.94912983461591","10","10","26","447","31","10","0"
"8","White","18","6.896845279425735","10","-4","18","66.964","25","16","10"
