"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","6","37.976","10","11","11","447","12","11","0"
"2","White","7","6.0600000000000005","10","9","11","67","11","11","10"
"2","Pink","4","2.6","8","6","10","23.5","8","10","0"
"2","Red","10","34","10","10","10","1400","7","11","10"
"2","Yellow","7","6.464","8","9","8","1380","7","8","10"
"2","Blue","10","42.42","10","10","12","332","12","11","10"
"2","Green","6","6.32462","8","7","9","213","8","6","0"
"3","Purple","6","38.7393176","10","11","13","447","14","11","0"
"3","White","7","6.243012","11","10","13","67","14","12","10"
"3","Pink","6","2.6522600000000005","8","4","11","23.494","10","11","0"
"3","Red","10","34","10","10","11","1400","8","12","10"
"3","Yellow","7","6.793062977280001","9","11","10","1380","12","8","10"
"3","Blue","9","42.8442","10","10","15","332","15","12","10"
"3","Green","6","6.647239183063464","8","8","14","213","13","6","0"
"4","Purple","6","39.913157662597605","10","11","17","447","18","12","0"
"4","White","7","6.560825136744241","12","12","17","67","20","14","10"
"4","Pink","6","2.7599523915626003","8","4","16","23.494","14","12","0"
"4","Red","10","34.30566","10","10","12","1400","10","13","10"
"4","Yellow","7","7.21026634582691","10","13","14","1380","18","9","10"
"4","Blue","8","42.8442","10","10","17","332","17","13","10"
"4","Green","6","6.84865717754947","8","10","17","213","16","7","0"
"5","Purple","6","40.715412131615814","10","11","19","447","20","12","0"
"5","White","9","6.759624699212728","12","11","18","66.994","23","15","10"
"5","Pink","6","2.8435817089793383","8","4","20","23.494","17","13","0"
"5","Red","10","34.960208562234","10","10","14","1400","13","14","10"
"5","Yellow","7","7.355192699378031","10","13","17","1380","20","10","10"
"5","Blue","8","42.8442","10","10","18","332","18","14","10"
"5","Green","6","7.12674012207326","8","11","21","213","21","8","0"
"6","Purple","8","41.94912983461591","10","10","19","446.994","23","12","0"
"6","White","9","6.894817193196983","13","12","20","66.994","26","17","10"
"6","Pink","6","2.872017526069132","8","4","22","23.494","19","14","0"
"6","Red","10","35.98351830403637","10","10","17","1400","16","15","10"
"6","Yellow","7","7.729623641229122","11","14","20","1380","25","10","10"
"6","Blue","8","42.8442","10","10","19","332","18","15","10"
"6","Green","6","7.269987598526932","8","12","23","213","24","9","0"
"7","Purple","10","43.648153491177524","11","9","20","446.98800000000006","28","13","0"
"7","White","9","7.174071079155847","14","14","24","66.994","32","19","10"
"7","Pink","7","2.900737701329823","8","4","24","23.494","23","14","0"
"7","Red","10","37.036781037274814","10","10","19","1400","21","15","10"
"7","Yellow","7","8.123115746525645","12","15","23","1380","30","10","10"
"7","Blue","8","44.13809484","11","11","21","332","22","16","10"
"7","Green","6","7.565178247677396","8","13","26","213","28","9","0"
"8","Purple","12","44.0846350260893","11","7","20","446.9820000000001","30","14","0"
"8","White","9","7.614674475654494","15","17","27","66.994","38","20","10"
