"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","6","40.30438603104","12","15","13","447","22","12","0"
"2","White","6","6.30544212","11","12","13","67","16","12","10"
"2","Pink","4","2.6761038174000005","8","9","10","23.5","13","10","0"
"2","Red","13","34.68","11","11","11","1400","6","10","20"
"2","Yellow","9","6.718420454400001","10","11","8","1380","13","8","10"
"2","Blue","12","43.272642","10","13","11","332","11","10","20"
"2","Green","8","6.3878662","8","9","8","213","11","6","0"
"3","Purple","12","44.508024682072694","15","21","18","447","40","13","0"
"3","White","8","6.626433388111684","12","15","16","67","25","12","10"
"3","Pink","3","2.7571924391710376","8","12","14","23.5","19","12","0"
"3","Red","15","34.64532","11","10","11","1399.999","9","10","20"
"3","Yellow","9","7.34567680168171","13","16","8","1379.995","24","8","10"
"3","Blue","14","45.47106530416801","12","16","17","332","17","11","30"
"3","Green","8","6.780183966724733","9","14","8","213","17","6","0"
"4","Purple","13","47.24153354057071","16","25","18","446.995","43","14","10"
"4","White","8","6.8948171931969835","13","17","15","66.995","30","12","10"
"4","Pink","3","2.8975528898157665","9","15","12","23.495","24","12","0"
"4","Red","17","35.33469257736","12","11","11","1399.998","10","11","20"
"4","Yellow","12","7.338331124880029","13","14","4","1379.9889999999998","24","8","10"
"4","Blue","18","46.385033716781784","12","17","19","331.995","25","12","30"
"4","Green","14","6.98138284829632","9","16","7","212.99599999999998","22","5","0"
"5","Purple","16","48.67299924838354","16","27","19","446.994","48","15","10"
"5","White","9","7.245811789947406","14","21","16","66.995","37","12","10"
"5","Pink","4","2.9850589870882027","10","17","14","23.495","30","12","0"
"5","Red","20","35.6880395031336","12","11","11","1399.997","12","11","20"
"5","Yellow","14","7.5606898962950195","13","17","7","1379.9889999999998","31","9","10"
"5","Blue","20","47.3173728944891","12","18","19","331.99","30","12","30"
"5","Green","15","7.337503537155197","9","20","5","212.99099999999999","28","5","0"
"6","Purple","17","51.657240125220405","18","31","24","446.994","54","17","20"
"6","White","13","8.242368540379564","19","29","18","66.995","54","12","10"
"6","Pink","4","3.106264352050522","10","21","15","23.495","35","13","0"
"6","Red","24","35.6880395031336","12","11","12","1399.997","11","11","30"
"6","Yellow","18","8.184736241997141","16","22","9","1379.9889999999998","43","9","10"
"6","Blue","20","49.233821131461696","13","21","19","331.99","34","12","30"
"6","Green","16","7.711033976471228","10","24","6","212.99099999999999","34","6","0"
"7","Purple","17","54.829825844234","19","36","24","446.994","60","17","20"
"7","White","14","8.835202219722278","21","34","19","66.995","62","13","10"
"7","Pink","6","3.2967157562540175","12","25","16","23.495","43","13","0"
"7","Red","25","37.1298362990602","14","13","12","1399.997","17","11","30"
"7","Yellow","21","9.127871067279472","20","26","8","1379.9829999999997","55","9","10"
"7","Blue","20","52.25756993096221","14","25","21","331.99","41","13","30"
