"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","7","37.976","10","10","13","447","13","12","0"
"2","White","7","6.0600000000000005","10","8","14","67","13","12","10"
"2","Pink","5","2.6522600000000005","8","6","10","23.5","11","8","0"
"2","Red","11","34.683400000000006","10","11","8","1399.995","9","10","10"
"2","Yellow","8","6.52211136","8","10","8","1380","10","10","10"
"2","Blue","13","43.272642","10","12","11","331.999","14","11","10"
"2","Green","7","6.2620000000000005","8","7","9","213","9","7","0"
"3","Purple","7","39.126710776","10","11","19","447","19","14","0"
"3","White","8","6.181806000000001","10","9","18","67","18","14","10"
"3","Pink","7","2.8154274346330084","8","9","14","23.5","20","8","0"
"3","Red","13","35.734341703400005","10","13","7","1399.9899999999998","15","10","10"
"3","Yellow","8","6.653205798336","8","12","9","1380","13","10","10"
"3","Blue","16","46.39412926727059","10","16","13","331.99800000000005","22","11","10"
"3","Green","7","6.32462","8","8","9","213","10","7","0"
"4","Purple","7","39.913157662597605","10","12","20","447","21","14","0"
"4","White","9","6.306060300600001","10","10","20","67","22","15","10"
"4","Pink","7","2.9297450783431214","8","11","16","23.5","24","8","0"
"4","Red","14","36.09168512043401","10","14","8","1399.9899999999998","18","11","10"
"4","Yellow","9","6.8479497826441476","8","15","10","1380","18","11","10"
"4","Blue","17","46.39412926727059","10","16","16","331.99800000000005","25","12","10"
"4","Green","8","6.451744862000001","8","10","12","213","15","9","0"
"5","Purple","7","40.31228923922358","10","12","21","447","22","14","0"
"5","White","9","6.432812112642061","10","11","21","67","24","15","10"
"5","Pink","7","2.988632954417818","8","12","17","23.5","26","8","0"
"5","Red","16","36.41614936966671","10","14","9","1399.9899999999998","22","10","10"
"5","Yellow","10","6.9855935732752945","8","17","10","1380","21","12","10"
"5","Blue","17","46.39412926727059","10","16","18","331.99800000000005","26","13","10"
"5","Green","9","6.581424933726201","8","10","15","213","19","10","0"
"6","Purple","8","41.94912983461591","10","14","24","447","27","15","0"
"6","White","10","6.562111636106167","10","12","23","67","27","16","10"
"6","Pink","7","3.141083271153182","8","14","20","23.5","31","8","0"
"6","Red","18","37.51959511171699","10","15","11","1399.9899999999998","27","10","10"
"6","Yellow","10","7.269236684580501","8","21","12","1380","27","14","10"
"6","Blue","17","47.799917778198164","10","19","19","331.99800000000005","29","14","10"
"6","Green","11","6.780848690643039","8","13","16","213","25","11","0"
"7","Purple","10","43.22023041773461","10","14","33","447","35","19","0"
"7","White","10","6.965813732219992","10","13","30","67","34","18","10"
"7","Pink","8","3.334323187044808","8","15","25","23.5","38","8","0"
"7","Red","20","37.89479106283416","10","16","14","1399.9899999999998","33","11","10"
"7","Yellow","10","7.564396843613575","8","22","19","1380","34","17","10"
"7","Blue","17","49.24830308679535","10","22","23","331.99800000000005","34","17","10"
"7","Green","13","6.986315186818214","8","14","19","213","31","12","0"
