"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","6","37.6","10","10","10","447","10","10","0"
"2","White","6","6","10","8","12","67","10","12","10"
"2","Pink","6","2.6260000000000003","8","4","9","23.494","11","9","0"
"2","Red","10","34","10","10","10","1400","7","10","10"
"2","Yellow","6","6.52864","8","8","14","1380","10","10","10"
"2","Blue","10","42","10","10","12","332","12","12","10"
"2","Green","6","6.2620000000000005","8","6","10","213","8","7","0"
"3","Purple","8","37.6","10","8","9","446.994","12","10","0"
"3","White","7","6.0600000000000005","10","8","14","67","11","14","10"
"3","Pink","6","2.6787826000000003","8","5","11","23.494","15","9","0"
"3","Red","10","34.99520376600001","10","11","11","1400","12","10","10"
"3","Yellow","6","6.72646432064","8","8","19","1380","14","12","10"
"3","Blue","10","41.958","10","10","13","332","14","14","10"
"3","Green","8","6.451744862000001","8","4","11","212.994","11","7","0"
"4","Purple","8","37.938024000000006","10","8","9","446.994","13","10","0"
"4","White","7","6.181806000000001","10","8","19","67","14","17","10"
"4","Pink","6","2.7599523915626003","8","5","14","23.494","18","9","0"
"4","Red","10","35.34515580366001","10","11","13","1400","16","10","10"
"4","Yellow","6","6.861666253484864","8","8","24","1380","17","15","10"
"4","Blue","10","41.916042","10","10","14","332","18","16","10"
"4","Green","8","6.647239183063464","8","4","16","212.994","18","7","0"
"5","Purple","8","38.27908683576001","10","8","9","446.994","14","10","0"
"5","White","7","6.306060300600001","10","8","24","67","17","20","10"
"5","Pink","8","2.929457876590514","9","4","17","23.488","24","10","0"
"5","Red","10","35.69860736169662","10","11","15","1400","20","10","10"
"5","Yellow","8","7.139577460083508","9","7","27","1379.994","22","18","10"
"5","Blue","10","41.916042","10","10","17","332","23","18","10"
"5","Green","8","6.917143749324964","8","4","21","212.994","23","8","0"
"6","Purple","8","39.009447984677635","10","8","10","446.994","16","10","0"
"6","White","7","6.432812112642061","10","8","29","67","20","23","10"
"6","Pink","8","3.0484056135061746","9","4","22","23.488","30","10","0"
"6","Red","10","36.41614936966672","10","11","18","1400","26","10","10"
"6","Yellow","10","7.429472934668514","9","5","30","1379.9879999999998","26","19","10"
"6","Blue","10","41.916042","10","10","20","332","29","20","10"
"6","Green","8","7.198007523293993","8","4","28","212.994","30","10","0"
"7","Purple","8","39.360142922059886","10","8","10","446.994","17","10","0"
"7","White","7","6.562111636106167","10","8","33","67","22","25","10"
"7","Pink","8","3.109678566337649","9","4","25","23.488","34","10","0"
"7","Red","11","37.14811397199703","10","11","20","1400","31","10","10"
"7","Yellow","10","7.578805340655351","9","5","34","1379.9879999999998","29","21","10"
"7","Blue","10","42.335202419999995","10","10","23","332","33","22","10"
"7","Green","8","7.794410713760269","8","4","36","212.994","38","10","0"
"8","Purple","8","39.71399060692921","10","8","10","446.994","18","10","0"
