"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","7","37.562400000000004","10","10","11","447","13","10","0"
"2","White","6","6.12","11","9","12","67","14","10","10"
"2","Pink","6","2.6785200000000002","9","8","9","23.5","13","8","0"
"2","Red","12","34.34","10","11","13","1400","11","10","10"
"2","Yellow","7","6.652553587200001","9","11","9","1380","12","8","10"
"2","Blue","10","42","10","10","12","332","12","10","10"
"2","Green","10","6.324000000000001","9","7","10","213","12","6","0"
"3","Purple","11","39.47072016960001","12","13","13","447","22","10","0"
"3","White","6","6.2424","12","10","13","67","17","10","10"
"3","Pink","6","2.7594113040000003","10","10","11","23.5","18","8","0"
"3","Red","12","34.34","10","11","15","1400","13","10","10"
"3","Yellow","9","6.915073317276187","10","14","11","1380","20","8","10"
"3","Blue","15","43.272642","10","11","12","331.994","19","10","10"
"3","Green","10","6.508469815200001","10","9","11","213","17","6","0"
"4","Purple","13","41.43451464645927","14","16","14","447","30","11","0"
"4","White","9","6.4244895595200004","13","12","13","67","23","10","10"
"4","Pink","10","2.8708915206816004","12","10","12","23.494","26","8","0"
"4","Red","13","35.37706800000001","11","13","16","1400","18","10","10"
"4","Yellow","9","6.984224050448949","10","15","13","1380","23","8","10"
"4","Blue","19","45.93027848426431","11","14","12","331.98800000000006","28","10","10"
"4","Green","13","7.038622056660918","13","14","11","213","28","7","0"
"5","Purple","15","43.50027848994461","15","20","14","447","37","11","0"
"5","White","10","6.547068177866686","13","14","13","67","27","10","10"
"5","Pink","13","2.8996004358884164","12","11","13","23.494","30","8","0"
"5","Red","13","35.73083868000001","11","14","18","1400","21","10","10"
"5","Yellow","9","7.267099092940233","11","18","14","1380","28","8","10"
"5","Blue","19","48.74635755590267","13","18","13","331.98800000000006","35","10","10"
"5","Green","13","7.3888159994158915","15","17","11","213","34","7","0"
"6","Purple","16","45.21686464257501","16","23","15","447","39","12","10"
"6","White","10","6.54052110968882","13","14","15","67","30","10","10"
"6","Pink","19","2.9285964402473006","12","10","14","23.488","37","8","0"
"6","Red","13","37.54610820829873","13","17","18","1400","27","10","10"
"6","Yellow","9","7.405028633724239","12","19","16","1380","33","8","10"
"6","Blue","19","52.76979810382897","16","23","13","331.98800000000006","43","10","10"
"6","Green","13","7.5365923194042095","16","18","15","213","41","8","0"
"7","Purple","19","46.582413954780776","17","23","16","446.994","41","12","20"
"7","White","10","6.8666060690815405","14","17","16","67","35","11","10"
"7","Pink","21","3.0469117364332914","14","10","14","23.482","43","8","0"
"7","Red","14","38.29703037246471","14","18","21","1400","34","10","10"
"7","Yellow","15","7.628660498462711","13","21","23","1380","46","11","10"
"7","Blue","20","55.456151271296555","17","27","15","331.98800000000006","50","11","10"
"7","Green","13","7.991460892740271","17","22","17","213","49","9","0"
"8","Purple","21","47.001189856234255","17","22","15","446.98800000000006","44","12","20"
