"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","7","39.119040000000005","12","12","11","447","16","10","0"
"2","White","6","6.11388","11","9","9","67","12","10","10"
"2","Pink","6","2.652","9","7","10","23.5","12","9","0"
"2","Red","12","34","10","10","10","1400","8","10","10"
"2","Yellow","6","6.4","8","8","12","1380","11","8","0"
"2","Blue","12","42","10","10","14","332","15","12","10"
"2","Green","7","6.2","8","6","8","213","7","7","0"
"3","Purple","9","40.70343935808001","13","15","13","447","23","10","0"
"3","White","8","6.298519176","12","11","10","67","17","10","10"
"3","Pink","8","2.6785200000000002","9","6","8","23.494","13","9","0"
"3","Red","14","34.68","11","11","12","1400","13","11","10"
"3","Yellow","6","6.659212800000001","9","11","14","1380","16","9","0"
"3","Blue","12","43.26840000000001","11","12","18","332","22","12","10"
"3","Green","9","6.380852760000002","9","8","8","213","12","7","0"
"4","Purple","9","41.93268322669403","14","17","14","447","27","10","0"
"4","White","12","6.292220656824","12","11","12","67","22","10","10"
"4","Pink","10","2.7293583096000003","10","7","10","23.494","19","10","0"
"4","Red","14","34.68","11","11","14","1400","15","11","10"
"4","Yellow","9","6.92824499712","11","13","15","1380","23","9","0"
"4","Blue","14","43.65738291600001","11","13","19","332","25","13","10"
"4","Green","9","6.6320005722924975","11","10","7","213","16","7","0"
"5","Purple","10","45.39373480955635","17","22","15","447","37","10","0"
"5","White","16","6.475763474939425","13","13","13","67","29","10","10"
"5","Pink","10","2.8089731456193703","11","9","10","23.494","23","10","0"
"5","Red","16","35.0268","11","12","18","1400","21","11","10"
"5","Yellow","11","7.344956707886817","14","16","17","1380","33","9","0"
"5","Blue","18","45.425594238863845","12","16","21","332","33","13","10"
"5","Green","11","6.962646342108138","12","14","8","213","24","7","0"
"6","Purple","10","47.232271856813","18","25","16","447","42","10","0"
"6","White","18","6.8047581625202485","15","16","15","67","37","10","10"
"6","Pink","10","2.919819433787283","12","12","9","23.494","27","10","0"
"6","Red","16","36.8063015472","13","15","21","1400","29","11","10"
"6","Yellow","11","7.491855842044554","15","17","19","1380","37","9","0"
"6","Blue","22","48.68806405114659","15","20","25","332","46","13","10"
"6","Green","11","7.02524053272369","12","15","8","213","26","7","0"
"7","Purple","12","49.631860196226526","20","28","19","447","51","10","0"
"7","White","20","7.080364477618644","16","18","18","67","44","11","10"
"7","Pink","10","3.038077960494536","13","14","11","23.494","32","10","0"
"7","Red","16","41.043502284804525","18","21","22","1400","41","11","10"
"7","Yellow","14","7.6347997023251795","15","18","22","1380","44","9","0"
"7","Blue","21","54.846796249276444","18","25","31","332","59","13","10"
"7","Green","12","7.448516388914391","14","18","9","213","33","8","0"
"8","Purple","14","51.13074237415257","21","30","21","447","57","10","0"
"8","White","22","7.222679803618779","16","19","23","67","51","11","10"
"8","Pink","12","3.224348717931496","15","18","13","23.494","41","10","0"
