"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","8","38.696784480000005","11","12","10","447","15","10","0"
"2","White","6","6.05394","10","9","9","67","11","10","10"
"2","Pink","4","2.652","9","7","8","23.5","10","8","0"
"2","Red","10","33.966","10","10","9","1400","6","10","10"
"2","Yellow","9","6.3936","8","8","8","1380","8","8","10"
"2","Blue","11","42","10","10","11","332","12","10","10"
"2","Green","6","6.1938","8","6","8","213","7","6","0"
"3","Purple","8","39.865427371296","12","14","10","447","18","10","0"
"3","White","10","6.04788606","10","7","7","66.994","13","10","10"
"3","Pink","8","2.7320904","10","9","10","23.5","17","8","0"
"3","Red","11","34.61067468","11","11","8","1400","9","10","10"
"3","Yellow","9","6.58010003328","9","10","7","1380","12","8","10"
"3","Blue","13","43.657382916","11","13","11","332","18","10","10"
"3","Green","7","6.380852760000001","9","8","8","213","11","6","0"
"4","Purple","11","40.22381756336395","12","15","12","447","24","10","0"
"4","White","11","6.1083649206","10","8","7","66.994","15","10","10"
"4","Pink","8","2.7594113040000003","10","10","12","23.5","20","8","0"
"4","Red","13","35.62026113828066","12","13","8","1400","14","10","10"
"4","Yellow","9","6.6459010336128","9","11","8","1380","14","8","10"
"4","Blue","17","45.87985018125248","12","17","15","332","29","10","10"
"4","Green","7","6.502598792575524","9","10","8","213","14","6","0"
"5","Purple","11","40.987265620716606","13","16","12","447","27","10","0"
"5","White","11","6.224301686792988","11","9","7","66.994","18","10","10"
"5","Pink","8","2.868020629160919","12","12","14","23.5","27","8","0"
"5","Red","13","36.65929703163208","13","15","8","1400","18","10","10"
"5","Yellow","9","6.70564768390498","9","12","8","1380","16","8","10"
"5","Blue","17","48.21073008986083","14","20","20","332","40","10","10"
"5","Green","11","6.692278298835194","10","12","11","213","23","6","0"
"6","Purple","13","42.60050800064177","15","18","12","447","33","10","0"
"6","White","13","6.412275597734137","12","11","8","66.994","23","10","10"
"6","Pink","9","2.896700835452528","12","13","14","23.5","29","9","0"
"6","Red","13","36.622637734600445","13","15","9","1400","20","10","10"
"6","Yellow","11","6.832920876945496","10","13","9","1380","22","8","10"
"6","Blue","19","49.666694138574634","15","22","22","332","46","11","10"
"6","Green","13","6.887490718356556","11","14","11","213","28","6","0"
"7","Purple","13","44.72440374052716","16","22","12","447","39","10","0"
"7","White","15","6.738705439833502","13","15","9","66.994","30","10","10"
"7","Pink","12","3.0411190795741097","13","17","14","23.5","37","10","0"
"7","Red","13","37.72864139418538","14","17","10","1400","25","10","10"
"7","Yellow","13","6.894348835629237","10","14","9","1380","26","8","10"
"7","Blue","21","50.16336107996038","15","21","23","331.994","49","12","10"
"7","Green","17","7.3024670479552825","13","18","15","213","42","6","0"
"8","Purple","13","47.42373055304179","17","27","12","447","46","10","0"
"8","White","18","7.011636487557638","14","18","14","66.994","41","10","0"
