"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","6","37.6","10","10","10","447","10","10","0"
"2","White","5","6","10","8","12","67","11","10","10"
"2","Pink","4","2.6","8","6","8","23.5","8","8","0"
"2","Red","12","34","10","8","8","1399.994","7","10","10"
"2","Yellow","7","6.4","8","8","9","1380","8","8","10"
"2","Blue","10","42.42","10","10","12","332","14","10","10"
"2","Green","6","6.2620000000000005","8","6","12","213","12","6","0"
"3","Purple","6","37.6","10","10","10","447","10","10","0"
"3","White","5","6","10","8","12","67","11","10","10"
"3","Pink","4","2.6785200000000002","9","7","9","23.5","11","8","0"
"3","Red","14","34","10","6","7","1399.9879999999998","11","10","10"
"3","Yellow","7","6.5280000000000005","9","9","9","1380","10","8","10"
"3","Blue","10","43.272642","10","10","15","332","19","10","10"
"3","Green","6","6.32462","8","6","14","213","15","6","0"
"4","Purple","6","37.6","10","10","10","447","10","10","0"
"4","White","5","6","10","8","12","67","11","10","10"
"4","Pink","4","2.732358252","9","7","11","23.5","13","8","0"
"4","Red","16","34","10","4","6","1399.9819999999997","16","10","10"
"4","Yellow","7","6.659212800000001","9","9","13","1380","16","8","10"
"4","Blue","10","43.272642","10","10","17","332","24","10","10"
"4","Green","6","6.451744862000001","8","6","18","213","20","6","0"
"5","Purple","6","37.6","10","10","10","447","10","10","0"
"5","White","5","6","10","8","12","67","11","10","10"
"5","Pink","4","2.7872786528652003","9","7","14","23.5","17","8","0"
"5","Red","18","34","10","2","5","1399.9759999999997","22","10","10"
"5","Yellow","7","6.7258049280000005","9","9","16","1380","21","8","10"
"5","Blue","10","43.70536842","10","10","19","332","30","10","10"
"5","Green","6","6.581424933726201","8","6","22","213","26","6","0"
"6","Purple","6","37.6","10","10","10","447","10","10","0"
"6","White","5","6.0600000000000005","10","8","13","67","12","10","10"
"6","Pink","4","2.815151439393852","9","7","16","23.5","20","8","0"
"6","Red","20","34.34","10","0","5","1399.9699999999996","28","10","10"
"6","Yellow","7","6.929603543123329","9","9","21","1380","28","8","10"
"6","Blue","12","44.1424221042","10","8","19","331.994","35","10","10"
"6","Green","6","6.780848690643039","8","6","25","213","29","6","0"
"7","Purple","6","38.35576","10","10","12","447","12","10","0"
"7","White","5","6.1812000000000005","11","9","13","67","14","10","10"
"7","Pink","4","2.9001690128635462","10","8","17","23.5","23","8","0"
"7","Red","22","34.683400000000006","10","-2","5","1399.9639999999995","33","10","10"
"7","Yellow","9","6.998899578554562","9","7","21","1379.994","31","8","10"
"7","Blue","14","45.02968478849442","10","6","20","331.98800000000006","40","10","10"
"7","Green","6","6.986315186818214","8","6","28","213","32","6","0"
"8","Purple","6","39.517977883760004","10","10","15","447","15","10","0"
"8","White","4","6.304824000000001","12","10","15","67","17","10","10"
"8","Pink","4","3.017631658222546","11","9","20","23.5","29","8","0"
