"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","11","37.6","10","8","10","446.99800000000005","11","10","0"
"2","White","8","6.243012","11","10","10","66.999","14","10","10"
"2","Pink","4","2.6785200000000002","9","8","10","23.5","13","8","0"
"2","Red","13","34.30566","10","7","3","1399.9839999999997","9","9","10"
"2","Yellow","9","6.464","8","6","5","1379.9889999999998","9","8","10"
"2","Blue","15","44.1424221042","10","13","9","331.994","18","12","10"
"2","Green","7","6.451744862000001","8","10","9","213","12","7","0"
"3","Purple","14","37.976","10","9","12","446.99800000000005","16","11","0"
"3","White","8","6.626433388111684","12","15","13","66.999","22","11","10"
"3","Pink","5","2.78700541704","10","11","12","23.5","19","9","0"
"3","Red","14","34.995203766","10","9","4","1399.9839999999997","13","10","10"
"3","Yellow","9","6.52864","8","7","5","1379.9889999999998","10","8","10"
"3","Blue","16","46.39412926727059","10","18","12","331.994","25","15","10"
"3","Green","8","6.647239183063464","8","13","10","213","17","8","0"
"4","Purple","14","38.35576","10","10","16","446.99800000000005","20","13","0"
"4","White","8","6.894817193196983","13","18","17","66.999","29","13","10"
"4","Pink","6","2.9877541170520256","11","17","14","23.5","29","9","0"
"4","Red","16","35.69510784132","11","10","5","1399.9839999999997","18","10","10"
"4","Yellow","10","6.7258049280000005","9","9","6","1379.9889999999998","15","9","10"
"4","Blue","16","47.799917778198164","10","21","14","331.994","29","16","10"
"4","Green","8","6.780848690643039","8","15","10","213","19","8","0"
"5","Purple","15","38.7393176","10","11","20","446.99800000000005","25","15","0"
"5","White","9","6.963765365128952","13","19","21","66.999","34","15","10"
"5","Pink","7","3.017631658222546","11","18","17","23.5","34","9","0"
"5","Red","19","36.052058919733206","11","10","5","1399.9829999999997","20","10","10"
"5","Yellow","10","6.929603543123329","9","12","9","1379.9889999999998","21","10","10"
"5","Blue","16","50.23819397883994","10","25","13","331.98900000000003","34","17","10"
"5","Green","8","6.917143749324964","8","17","11","213","22","8","0"
"6","Purple","16","39.126710776","10","11","21","446.99300000000005","29","17","0"
"6","White","12","7.033403018780242","13","18","21","66.993","37","17","10"
"6","Pink","7","3.0478079748047713","11","19","17","23.5","35","9","0"
"6","Red","22","36.41257950893054","11","10","7","1399.9819999999997","23","12","10"
"6","Yellow","10","7.068888574340108","9","14","10","1379.9889999999998","24","11","10"
"6","Blue","16","52.80084677063409","10","30","15","331.98900000000003","40","18","10"
"6","Green","9","7.12674012207326","8","20","11","213","26","8","0"
"7","Purple","16","39.126710776","10","11","22","446.99300000000005","29","18","0"
"7","White","12","7.1037370489680445","13","19","24","66.993","41","18","10"
"7","Pink","8","3.109068915098347","11","21","19","23.5","39","11","0"
"7","Red","23","37.144472357060046","11","12","9","1399.9819999999997","28","13","10"
"7","Yellow","11","7.210973234684344","9","16","12","1379.9889999999998","28","13","10"
