"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","10","38.7393176","10","13","13","447","14","10","10"
"2","White","8","6.181806000000001","10","10","13","67","16","10","10"
"2","Pink","4","2.7053052000000006","9","8","10","23.5","13","8","0"
"2","Red","11","34.30566","10","10","10","1400","8","9","10"
"2","Yellow","7","6.6585600000000005","10","10","10","1380","12","8","10"
"2","Blue","11","44.57510568","12","13","12","332","18","11","10"
"2","Green","7","6.38724","9","8","8","213","10","6","0"
"3","Purple","10","40.30833744143521","11","16","14","447","19","10","10"
"3","White","8","6.243624060000001","10","11","14","67","18","10","10"
"3","Pink","5","2.7596818345200007","9","9","13","23.5","18","8","0"
"3","Red","12","34.6487166","10","11","11","1400","11","10","10"
"3","Yellow","9","6.997527447091202","11","13","15","1380","21","9","10"
"3","Blue","11","46.38048661025136","13","16","14","332","24","11","10"
"3","Green","7","6.847314501048738","10","14","8","213","17","6","0"
"4","Purple","10","41.94090572448822","12","19","17","447","24","12","10"
"4","White","10","6.243624060000001","10","11","14","67","20","10","10"
"4","Pink","6","2.8151514393938526","9","11","15","23.5","23","9","0"
"4","Red","12","35.345155803660006","10","13","14","1400","17","10","10"
"4","Yellow","9","7.208852775993357","12","15","17","1380","26","10","10"
"4","Blue","11","46.844291476353874","13","17","15","332","27","12","10"
"4","Green","8","6.984945522519818","10","16","11","213","23","7","0"
"5","Purple","10","44.95751209604332","14","24","20","447","34","13","10"
"5","White","10","6.432181506612001","11","13","16","67","25","10","10"
"5","Pink","7","2.929457876590515","9","15","15","23.5","28","9","0"
"5","Red","12","35.69860736169661","10","14","16","1400","20","11","10"
"5","Yellow","10","7.575833988437906","13","19","18","1380","33","10","10"
"5","Blue","12","47.31273439111741","13","18","17","332","29","14","10"
"5","Green","9","7.341247943569325","10","21","11","213","29","7","0"
"6","Purple","10","47.718626714101504","15","29","22","447","41","14","10"
"6","White","10","6.69335386882829","11","16","18","67","30","10","10"
"6","Pink","7","3.0484056135061754","9","19","17","23.5","33","11","0"
"6","Red","15","35.69860736169661","10","14","15","1400","22","11","10"
"6","Yellow","12","8.120727063220075","15","24","18","1380","42","10","10"
"6","Blue","12","49.721284707020715","14","21","20","332","36","16","10"
"6","Green","10","7.639332048482493","10","25","12","213","35","8","0"
"7","Purple","10","48.677771111054945","15","31","24","447","45","14","10"
"7","White","11","6.964448087223574","12","19","20","67","37","10","10"
"7","Pink","8","3.171872137664403","10","21","19","23.5","38","12","0"
"7","Red","19","35.69860736169661","10","12","15","1399.998","22","11","10"
"7","Yellow","13","8.283953677190798","15","25","17","1379.995","46","10","10"
"7","Blue","13","51.22788935492815","14","22","20","331.995","41","16","10"
"7","Green","11","8.029014759006122","10","30","13","213","42","9","0"
"8","Purple","11","50.6493181965949","16","34","25","447","51","14","10"
