"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","6","39.119040000000005","12","12","12","447","16","12","0"
"2","White","7","6.243012","11","11","12","67","16","11","10"
"2","Pink","4","2.6","8","6","9","23.5","10","8","0"
"2","Red","12","34.34","10","11","11","1400","11","10","10"
"2","Yellow","11","6.464","8","9","10","1380","11","8","10"
"2","Blue","10","44.57510568000001","12","14","13","332","18","11","10"
"2","Green","6","6.4511124","9","9","10","213","13","6","0"
"3","Purple","8","40.30043500800001","13","14","15","447","23","12","0"
"3","White","7","6.368496541200001","11","13","13","67","19","11","10"
"3","Pink","6","2.6","8","6","11","23.5","14","8","0"
"3","Red","13","34.30566","10","11","9","1400","11","10","10"
"3","Yellow","13","6.7258049280000005","9","12","11","1380","19","8","10"
"3","Blue","14","44.530530574320004","12","14","16","332","24","11","10"
"3","Green","6","6.509107900476001","9","10","11","213","17","6","0"
"4","Purple","8","41.517508145241614","14","16","18","447","29","14","0"
"4","White","7","6.368496541200001","11","13","16","67","21","13","10"
"4","Pink","8","2.7320904","10","9","12","23.5","21","8","0"
"4","Red","15","34.991773200000004","11","12","11","1400","17","10","10"
"4","Yellow","17","6.860993607052801","9","14","15","1380","26","9","10"
"4","Blue","14","44.48600004374568","12","14","21","332","29","12","10"
"4","Green","6","6.7666303789752495","9","14","12","213","24","6","0"
"5","Purple","10","43.19905026014019","15","19","22","447","38","14","0"
"5","White","7","6.425749325105389","11","14","17","67","24","13","10"
"5","Pink","12","2.783945475792","11","10","14","23.5","28","8","0"
"5","Red","15","35.341690932000006","11","13","13","1400","21","10","10"
"5","Yellow","19","7.068195613985796","10","16","18","1380","34","9","10"
"5","Blue","14","45.78364776782174","13","16","23","332","35","12","10"
"5","Green","8","6.895737009943059","9","16","14","213","30","6","0"
"6","Purple","10","46.77379558472348","16","26","26","447","50","17","0"
"6","White","7","6.548351979653467","11","16","19","67","28","14","10"
"6","Pink","12","2.8651526085317576","12","12","16","23.5","35","8","0"
"6","Red","19","36.048524750640006","12","14","16","1400","29","10","10"
"6","Yellow","19","7.427288223958731","12","19","24","1380","46","9","10"
"6","Blue","14","47.123767140755675","13","19","27","332","43","13","10"
"6","Green","8","7.239531653391148","10","20","15","213","36","7","0"
"7","Purple","10","47.66156222492153","17","27","31","447","58","17","0"
"7","White","7","6.607221663950552","11","17","21","67","31","15","10"
"7","Pink","12","2.9198194337872825","12","14","16","23.5","38","8","0"
"7","Red","19","36.012476225889365","12","14","18","1400","32","10","10"
"7","Yellow","19","7.576576717260301","12","21","28","1380","52","11","10"
"7","Blue","14","48.49835800349809","14","21","31","332","50","14","10"
"7","Green","8","7.5244767234559635","12","22","16","213","42","7","0"
"8","Purple","10","52.63253449039609","20","34","32","447","69","17","0"
"8","White","9","6.673293880590058","11","18","23","67","36","15","10"
