day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,6,37.6,10,10,13,447.0,11,12,0
2,White,2,6,6.0,10,8,12,67.0,11,11,10
2,Pink,1,4,2.6,8,6,7,23.5,8,8,0
2,Red,6,12,34.0,10,10,13,1400.0,5,12,10
2,Yellow,3,7,20.0,8,8,15,1380.0,12,12,10
2,Blue,7,10,42.0,10,10,13,332.0,11,12,10
2,Green,3,7,6.2,8,6,10,213.0,9,8,0
2,Orange,7,7,9.99,6,6,7,143.0,6,7,10
3,Purple,5,6,37.6,10,10,17,447.0,15,13,0
3,White,2,6,6.0,10,8,18,67.0,18,13,10
3,Pink,1,4,2.6,8,6,8,23.5,9,8,0
3,Red,6,14,33.966,10,10,14,1400.0,6,13,10
3,Yellow,3,7,20.808,10,10,19,1380.0,20,15,10
3,Blue,7,10,42.0,10,10,14,332.0,12,12,10
3,Green,3,7,6.450480000000001,10,8,11,213.0,14,8,0
3,Orange,7,8,9.98001,6,6,6,143.0,5,8,10
4,Purple,5,6,37.6,10,10,20,447.0,20,14,0
4,White,2,6,6.0,10,8,20,67.0,20,13,10
4,Pink,1,4,2.6,8,6,10,23.5,11,8,0
4,Red,6,15,33.932034,10,10,16,1400.0,7,15,10
4,Yellow,3,7,21.22416,11,11,22,1380.0,25,15,10
4,Blue,7,10,42.84,11,11,17,332.0,17,12,10
4,Green,3,7,6.711079392,12,10,13,213.0,20,8,0
4,Orange,7,10,9.97002999,6,6,7,143.0,6,9,10
5,Purple,5,6,38.352000000000004,11,11,24,447.0,27,14,0
5,White,2,6,6.0,10,8,25,67.0,25,13,10
5,Pink,1,4,2.652,9,7,12,23.5,16,9,0
5,Red,6,16,33.898101966,10,10,19,1400.0,10,17,10
5,Yellow,3,7,22.081616064000002,13,13,25,1380.0,32,15,10
5,Blue,7,10,42.84,11,11,20,332.0,21,12,10
5,Green,3,7,6.982206999436801,14,12,16,213.0,27,8,0
5,Orange,7,11,9.96005996001,6,6,7,143.0,5,11,10
6,Purple,5,6,38.352000000000004,11,11,29,447.0,33,15,0
6,White,2,5,6.0,10,8,31,67.0,32,14,10
6,Pink,1,4,2.7050400000000003,10,8,14,23.5,20,9,0
6,Red,6,17,33.864203864033996,10,10,21,1400.0,11,19,10
6,Yellow,3,7,22.081616064000002,13,13,29,1380.0,36,15,10
6,Blue,7,10,43.6968,12,12,24,332.0,28,12,10
6,Green,3,7,7.264288162214047,16,14,19,213.0,34,9,0
6,Orange,7,12,9.95009990004999,6,6,5,143.0,3,11,10
7,Purple,5,6,38.352000000000004,11,11,34,447.0,39,16,0
