day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,7,38.352000000000004,11,11,17,447.0,16,13,0
2,White,2,6,6.0,10,8,18,67.0,16,14,10
2,Pink,1,4,2.7050400000000003,10,8,8,23.5,12,8,0
2,Red,6,11,34.645320000000005,11,11,14,1400.0,12,13,10
2,Yellow,3,7,20.0,8,8,12,1380.0,10,9,10
2,Blue,7,10,42.0,10,10,17,332.0,16,11,10
2,Green,3,6,6.450480000000001,10,8,11,213.0,13,7,0
2,Orange,7,7,9.99,6,6,7,143.0,6,8,10
3,Purple,5,8,39.119040000000005,12,12,20,447.0,21,15,0
3,White,2,6,6.0,10,8,23,67.0,19,17,10
3,Pink,1,4,2.8706100883200003,13,11,8,23.5,18,8,0
3,Red,6,12,36.729124855813446,14,14,15,1400.0,19,14,10
3,Yellow,3,7,21.22416,11,11,14,1380.0,17,10,10
3,Blue,7,10,42.0,10,10,20,332.0,19,12,10
3,Green,3,6,6.84530097984,13,11,14,213.0,22,8,0
3,Orange,7,8,10.1796102,7,7,8,143.0,9,9,10
4,Purple,5,9,39.901420800000004,13,13,23,447.0,26,16,0
4,White,2,6,6.12,11,9,28,67.0,25,20,10
4,Pink,1,4,2.9280222900864006,14,12,9,23.5,21,8,0
4,Red,6,13,38.17476851848833,16,16,17,1400.0,25,15,10
4,Yellow,3,7,23.433187620045313,16,16,17,1380.0,30,10,10
4,Blue,7,11,41.958,10,10,24,332.0,23,15,10
4,Green,3,6,7.121851139425536,15,13,18,213.0,30,8,0
4,Orange,7,9,10.58027558562792,9,9,8,143.0,14,11,10
5,Purple,5,9,39.901420800000004,13,13,28,447.0,31,17,0
5,White,2,6,6.2424,12,10,33,67.0,31,22,10
5,Pink,1,4,2.9865827358881285,15,13,11,23.5,25,9,0
5,Red,6,14,39.67731213746862,18,18,20,1400.0,32,16,10
5,Yellow,3,7,24.86748616789305,19,19,20,1380.0,39,10,10
5,Blue,7,11,41.958,10,10,29,332.0,27,17,10
5,Green,3,6,7.409573925458329,17,15,23,213.0,39,8,0
5,Orange,7,10,10.781089216243137,10,10,10,143.0,18,13,10
6,Purple,5,10,39.901420800000004,13,13,34,447.0,37,18,0
6,White,2,6,6.2424,12,10,38,67.0,36,25,10
6,Pink,1,4,2.9865827358881285,15,13,13,23.5,27,10,0
6,Red,6,15,39.63763482533115,18,18,23,1400.0,35,17,10
6,Yellow,3,7,25.872132609075926,21,21,23,1380.0,46,11,10
6,Blue,7,11,42.79716,11,11,36,332.0,36,18,10
6,Green,3,6,7.557765403967496,18,16,26,213.0,44,8,0
