day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,6,37.6,10,10,11,447.0,10,11,0
2,White,2,6,6.0,10,8,12,67.0,11,11,10
2,Pink,1,4,2.6,8,6,8,23.5,8,8,0
2,Red,6,10,34.0,10,10,10,1400.0,6,10,10
2,Yellow,3,7,20.0,8,8,10,1380.0,8,8,10
2,Blue,7,11,41.958,10,10,12,332.0,12,13,10
2,Green,3,6,6.2,8,6,9,213.0,7,6,0
2,Orange,7,6,10.0,6,6,6,143.0,5,7,10
3,Purple,5,6,37.6,10,10,12,447.0,10,12,0
3,White,2,7,5.994,10,8,17,67.0,15,14,10
3,Pink,1,4,2.6,8,6,9,23.5,9,9,0
3,Red,6,11,33.966,10,10,12,1400.0,9,12,10
3,Yellow,3,7,20.0,8,8,13,1380.0,11,8,10
3,Blue,7,12,41.916042,10,10,14,332.0,13,15,10
3,Green,3,6,6.2,8,6,10,213.0,8,6,0
3,Orange,7,7,9.99,6,6,7,143.0,6,7,10
4,Purple,5,7,37.562400000000004,10,10,14,447.0,12,13,0
4,White,2,8,5.9880059999999995,10,8,20,67.0,17,16,10
4,Pink,1,4,2.6,8,6,11,23.5,11,10,0
4,Red,6,12,33.932034,10,10,13,1400.0,10,13,10
4,Yellow,3,7,20.0,8,8,15,1380.0,13,8,10
4,Blue,7,13,41.874125958,10,10,14,332.0,13,16,10
4,Green,3,6,6.2,8,6,12,213.0,10,6,0
4,Orange,7,7,9.99,6,6,7,143.0,6,7,10
5,Purple,5,8,37.524837600000005,10,10,14,447.0,12,14,0
5,White,2,9,5.982017994,10,8,24,67.0,20,18,10
5,Pink,1,4,2.6,8,6,12,23.5,12,11,0
5,Red,6,13,33.898101966,10,10,16,1400.0,12,17,10
5,Yellow,3,8,19.98,8,8,17,1380.0,15,9,10
5,Blue,7,14,41.832251832042,10,10,15,332.0,13,18,10
5,Green,3,7,6.1938,8,6,13,213.0,11,7,0
5,Orange,7,8,9.98001,6,6,7,143.0,6,8,10
6,Purple,5,9,37.4873127624,10,10,14,447.0,12,15,0
6,White,2,10,5.976035976005999,10,8,27,67.0,22,20,10
6,Pink,1,4,2.6,8,6,13,23.5,13,11,0
6,Red,6,14,33.864203864033996,10,10,18,1400.0,14,20,10
6,Yellow,3,8,19.98,8,8,20,1380.0,18,10,10
6,Blue,7,15,41.79041958020996,10,10,16,332.0,13,20,10
6,Green,3,8,6.1876062,8,6,14,213.0,12,8,0
6,Orange,7,9,9.97002999,6,6,8,143.0,7,9,10
7,Purple,5,10,37.4498254496376,10,10,14,447.0,12,16,0
