"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","8","38.70057828240001","10","11","11","446.994","16","13","0"
"2","White","9","6.181806000000001","10","8","11","66.994","15","12","10"
"2","Pink","6","2.6787826000000003","8","6","7","23.494","11","8","0"
"2","Red","10","34.64871660000001","10","10","9","1399.995","9","9","10"
"2","Yellow","9","6.52864","8","7","9","1379.994","8","10","10"
"2","Blue","12","42.8013558","10","10","8","331.994","13","11","10"
"2","Green","8","6.516262310620001","8","8","10","212.999","11","7","0"
"3","Purple","10","39.833371260430084","10","12","12","446.98800000000006","21","17","0"
"3","White","11","6.369120903606001","10","8","13","66.988","19","15","10"
"3","Pink","8","2.7599523915626003","8","7","5","23.488","14","8","0"
"3","Red","12","35.30981064785635","10","9","4","1399.9839999999997","11","9","10"
"3","Yellow","11","6.72646432064","8","7","12","1379.9879999999998","13","14","10"
"3","Blue","14","45.434501654743","10","15","9","331.99300000000005","20","12","10"
"3","Green","10","6.910226605575639","8","12","7","212.993","17","7","0"
"4","Purple","10","40.99932188074938","10","15","15","446.98800000000006","26","21","0"
"4","White","11","6.497140233768482","10","10","17","66.988","23","19","10"
"4","Pink","8","2.8126120071983753","8","9","4","23.488","16","8","0"
"4","Red","14","36.01953784187826","10","9","2","1399.9779999999996","13","9","10"
"4","Yellow","13","6.9233526331036925","8","8","13","1379.9819999999997","18","18","10"
"4","Blue","16","47.23204528966293","10","17","7","331.9870000000001","25","13","10"
"4","Green","14","7.335344787037689","8","16","6","212.987","25","8","0"
"5","Purple","11","43.00456103596387","10","19","16","446.98800000000006","33","23","0"
"5","White","13","6.965130876251733","11","14","15","66.982","30","19","10"
"5","Pink","10","2.869145508543063","8","9","2","23.482","18","8","0"
"5","Red","17","36.37973322029704","10","8","2","1399.9719999999995","13","10","20"
"5","Yellow","13","7.204468512651762","8","11","16","1379.9819999999997","22","20","10"
"5","Blue","17","50.13285284350336","11","21","10","331.9870000000001","33","16","10"
"5","Green","14","7.856617983610898","8","20","8","212.987","32","8","0"
"6","Purple","12","45.19822584893689","10","23","16","446.98300000000006","41","25","0"
"6","White","17","7.03478218501425","11","15","20","66.982","39","20","10"
"6","Pink","10","2.9856443214634005","8","13","2","23.482","23","8","0"
"6","Red","19","36.74353055250001","10","8","2","1399.9709999999995","15","10","20"
"6","Yellow","13","7.349278329756062","8","13","18","1379.9819999999997","25","22","10"
"6","Blue","19","52.63744204652769","11","24","8","331.9810000000001","38","17","10"
"6","Green","16","8.339958305177165","8","26","8","212.987","40","8","0"
"7","Purple","16","46.563212269574784","11","24","19","446.9820000000001","47","26","0"
"7","White","19","7.176181306933037","11","14","23","66.976","47","21","10"
"7","Pink","10","3.0456557723248148","8","15","3","23.482","26","9","0"
"7","Red","21","37.47840116355001","11","8","0","1399.9659999999994","20","10","20"
