"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","6","37.976","10","10","12","447","11","11","0"
"2","White","8","6","10","7","10","66.999","10","11","10"
"2","Pink","6","2.64960774","8","6","8","23.499","10","8","0"
"2","Red","12","34.30566","10","7","3","1399.9839999999997","7","9","10"
"2","Yellow","7","6.52211136","8","10","8","1380","9","9","10"
"2","Blue","13","44.09827968209581","10","13","7","331.994","16","10","10"
"2","Green","8","6.3878662","8","9","8","213","11","6","0"
"3","Purple","6","40.715412131615814","10","14","18","447","21","13","0"
"3","White","9","6.1206000000000005","10","9","11","66.999","14","11","10"
"3","Pink","8","2.894371575006832","10","8","8","23.493","19","8","0"
"3","Red","14","35.27104289182694","11","7","1","1399.9789999999996","13","8","10"
"3","Yellow","7","6.916429280470589","8","15","12","1380","18","12","10"
"3","Blue","15","48.22491110656276","11","18","10","331.99300000000005","27","11","10"
"3","Green","9","6.647239183063464","8","13","9","213","16","7","0"
"4","Purple","9","44.97514508581861","10","21","23","447","31","13","10"
"4","White","13","6.181806000000001","10","9","11","66.99799999999999","17","12","10"
"4","Pink","8","3.162056028202988","11","14","6","23.488","28","7","0"
"4","Red","14","35.94401086309871","11","8","-2","1399.9739999999995","16","7","10"
"4","Yellow","9","7.33458712237488","8","20","13","1380","27","12","10"
"4","Blue","20","52.215549198569505","12","23","11","331.9920000000001","40","12","10"
"4","Green","10","6.917143749324964","8","17","9","213","21","7","0"
"5","Purple","11","48.219443012648","10","27","25","447","41","13","10"
"5","White","17","6.243624060000001","10","9","12","66.99699999999999","21","13","10"
"5","Pink","10","3.353229605075569","11","18","7","23.488","36","7","0"
"5","Red","20","35.90806685223561","11","6","-3","1399.9679999999994","21","7","10"
"5","Yellow","11","7.632400771237661","8","24","13","1380","33","12","10"
"5","Blue","24","54.227092796332826","12","23","6","331.9810000000001","48","11","10"
"5","Green","11","7.056178338686395","8","19","9","213","24","7","0"
"6","Purple","11","51.69776951276928","10","33","31","447","53","15","10"
"6","White","17","6.369120903606001","10","11","14","66.99699999999999","25","13","10"
"6","Pink","10","3.4893841734923536","11","22","8","23.488","41","8","0"
"6","Red","24","36.59318917696959","11","6","-9","1399.9619999999993","24","7","10"
"6","Yellow","11","7.855806476859927","8","27","14","1380","37","13","10"
"6","Blue","28","55.81435770721936","12","24","6","331.97500000000014","58","11","10"
"6","Green","13","7.269987598526932","8","21","10","213","29","7","0"
"7","Purple","11","56.541089146746316","10","39","37","447","65","16","10"
"7","White","20","6.497140233768482","10","13","18","66.99699999999999","34","13","10"
"7","Pink","11","3.6310671633666787","11","25","9","23.488","47","8","0"
"7","Red","27","37.70199940222095","11","7","-9","1399.9609999999993","30","8","10"
"7","Yellow","11","8.09384526891526","8","29","19","1380","42","16","10"
"7","Blue","31","61.530528543906314","12","31","6","331.97000000000014","74","10","10"
