day,nation_name,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,6,37.6,10,10,10,447.0,10,10,0
0,White,6,6.0,10,8,10,67.0,10,10,10
0,Pink,4,2.6,8,6,8,23.5,8,8,0
0,Red,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,7,6.4,8,8,8,1380.0,6,8,10
0,Blue,10,42.0,10,10,10,332.0,10,10,10
0,Green,6,6.2,8,6,8,213.0,6,6,0
2,Purple,7,39.514103952,11,12,12,447.0,16,10,0
2,White,7,6.1812000000000005,11,10,11,67.0,14,11,10
2,Pink,6,2.6233740000000005,8,5,5,23.494,10,8,0
2,Red,11,34.68,11,11,9,1400.0,9,10,10
2,Yellow,8,6.464,8,9,11,1380.0,14,8,10
2,Blue,11,42.0,10,10,12,332.0,13,11,10
2,Green,8,6.4511124,9,5,8,212.994,10,6,0
3,Purple,7,40.71142081584955,11,14,14,447.0,21,10,0
3,White,8,6.243012,11,11,13,67.0,17,13,10
3,Pink,8,2.6233740000000005,8,3,5,23.488,13,9,0
3,Red,15,35.0268,11,10,7,1399.994,17,10,10
3,Yellow,10,6.659865664,8,12,13,1380.0,25,8,10
3,Blue,11,42.42,10,11,13,332.0,16,12,10
3,Green,10,6.6465875568324,9,5,7,212.988,13,6,0
4,Purple,7,43.64387467993439,12,18,17,447.0,28,11,0
4,White,10,6.4315509624,12,13,17,67.0,26,16,10
4,Pink,12,2.6469581322600004,8,2,2,23.482,17,9,0
4,Red,17,35.377068,11,11,8,1399.994,25,10,10
4,Yellow,12,6.930282916019713,8,16,13,1380.0,32,8,10
4,Blue,12,43.272642,10,13,16,332.0,22,14,10
4,Green,10,7.0554866243114605,9,9,9,212.988,19,6,0
5,Purple,8,48.20526360389371,13,24,20,447.0,39,11,0
5,White,11,6.692041639479125,13,16,16,67.0,30,16,10
5,Pink,16,2.697461828727708,8,1,-3,23.471,24,9,0
5,Red,21,36.449028537468,11,9,10,1399.9879999999998,35,10,10
5,Yellow,15,7.356634964720783,8,20,16,1379.999,43,8,10
5,Blue,13,45.02968478849442,10,17,16,332.0,27,14,10
5,Green,10,7.415387350497469,9,11,14,212.988,28,6,0
6,Purple,9,51.682567267371816,13,29,22,447.0,48,11,0
6,White,12,6.826551676432656,13,18,17,67.0,34,17,10
6,Pink,18,2.8069895957959856,8,2,-4,23.465,29,9,0
6,Red,23,36.81351882284268,11,10,11,1399.9879999999998,42,10,10
6,Yellow,17,7.887308418223658,8,27,16,1379.999,53,8,10
6,Blue,15,46.39412926727059,10,19,18,332.0,33,15,10
6,Green,12,8.029801917315828,9,13,16,212.982,37,6,0
7,Purple,12,54.80185177195187,14,31,20,446.994,55,11,0
7,White,13,7.173367807802141,15,21,16,67.0,39,17,10
7,Pink,20,2.8917606815890244,9,2,-6,23.459,34,9,0
7,Red,23,37.18165401107111,11,11,9,1399.9879999999998,43,10,10
7,Yellow,18,8.2896404157914,8,31,20,1379.999,65,8,10
7,Blue,19,48.76069612553995,10,23,19,332.0,44,15,10
7,Green,13,8.273112945212416,9,15,17,212.982,41,6,0
8,Purple,14,57.53969967943549,14,36,20,446.994,63,12,0
8,White,14,7.3900035155977655,16,23,18,67.0,46,18,10
8,Pink,26,3.0693613164463094,10,5,-6,23.453,49,9,0
8,Red,25,37.92900525669364,11,11,6,1399.9819999999997,49,10,10
8,Yellow,22,8.703782893323192,8,34,19,1379.993,77,8,10
8,Blue,19,51.70870103309817,10,29,23,332.0,58,17,10
8,Green,15,8.523796540565298,9,18,17,212.982,46,6,0
9,Purple,16,61.01847111858143,14,39,18,446.98800000000006,69,12,0
9,White,15,7.538542586261281,16,25,20,67.0,50,20,10
9,Pink,28,3.0969548746811615,10,5,-5,23.453,54,10,0
9,Red,29,38.69137826235318,11,11,4,1399.9759999999997,57,10,10
9,Yellow,24,9.138615531476361,8,36,19,1379.9869999999999,88,8,10
9,Blue,21,53.275526383102076,10,32,24,332.0,64,18,10
9,Green,15,8.958595829141741,9,22,18,212.982,51,6,0
10,Purple,21,62.804524420133625,14,40,16,446.9820000000001,71,12,10
10,White,18,7.690067292245132,16,27,22,67.0,57,22,10
10,Pink,29,3.1592036676622532,10,7,-4,23.453,58,11,0
10,Red,30,39.07829204497671,11,12,2,1399.9759999999997,60,10,10
10,Yellow,26,9.79783278061,8,42,20,1379.9869999999999,97,8,10
10,Blue,24,55.99311365300798,10,37,25,332.0,74,19,10
10,Green,15,9.322350743774171,9,25,20,212.982,57,6,0
11,Purple,21,66.66826822088443,14,45,17,446.9820000000001,78,12,10
11,White,20,8.001530397715644,17,29,24,67.0,64,23,10
11,Pink,31,3.2838705768752994,11,10,-5,23.453,66,11,0
11,Red,30,39.07829204497671,11,12,1,1399.9759999999997,61,10,10
11,Yellow,28,10.40059692883654,8,48,22,1379.9869999999999,109,8,10
11,Blue,26,58.84932518570292,10,42,26,332.0,82,20,10
11,Green,17,9.797884322263865,9,26,20,212.976,62,6,0
12,Purple,24,69.3058919831575,14,47,14,446.9760000000001,84,12,10
12,White,21,8.0815457016928,17,30,26,67.0,67,25,10
12,Pink,33,3.349876375470493,11,10,-7,23.447,69,11,0
12,Red,32,39.07829204497671,11,10,0,1399.9699999999996,66,10,10
