"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","6","38.73552","11","11","11","447","13","10","0"
"2","White","8","5.994","10","6","7","66.994","10","10","10"
"2","Pink","4","2.6","8","6","8","23.5","8","8","0"
"2","Red","10","34","10","10","10","1400","6","10","10"
"2","Yellow","7","6.464","8","8","9","1380","7","8","10"
"2","Blue","10","42.8013558","10","11","10","332","12","10","10"
"2","Green","6","6.4511124","9","8","9","213","10","6","0"
"3","Purple","6","40.30043500800001","13","13","11","447","17","10","0"
"3","White","8","6.1144794","10","7","9","66.994","13","11","10"
"3","Pink","6","2.6","8","4","7","23.494","8","9","0"
"3","Red","10","33.966","10","10","10","1400","8","10","10"
"3","Yellow","7","6.52864","8","8","10","1380","8","8","10"
"3","Blue","12","42.8013558","10","9","8","331.994","13","10","10"
"3","Green","6","6.778854714369601","11","11","9","213","15","6","0"
"4","Purple","6","41.517508145241614","14","14","12","447","20","10","0"
"4","White","8","6.23738043594","10","8","11","66.994","16","12","10"
"4","Pink","8","2.7055704260000004","8","3","9","23.488","12","10","0"
"4","Red","10","33.932034","10","10","9","1400","9","10","10"
"4","Yellow","7","6.5939264","8","8","12","1380","11","8","10"
"4","Blue","14","43.22936935800001","10","8","7","331.98800000000006","17","10","10"
"4","Green","6","7.26713732162962","12","13","13","213","22","6","0"
"5","Purple","6","42.77133689122791","15","15","13","447","23","10","0"
"5","White","8","6.2997542402994","10","9","12","66.994","18","13","10"
"5","Pink","10","2.7875519154782262","8","1","11","23.482","15","11","0"
"5","Red","10","34.27135434","10","10","10","1400","11","10","10"
"5","Yellow","7","6.7937289638464","8","8","15","1380","14","8","10"
"5","Blue","16","43.22936935800001","10","6","6","331.9820000000001","19","10","10"
"5","Green","6","7.790591047699318","13","15","17","213","29","6","0"
"6","Purple","6","44.06303126534299","16","16","14","447","26","10","0"
"6","White","8","6.362751782702394","10","10","13","66.994","20","14","10"
"6","Pink","12","2.900737701329823","8","-1","14","23.476","19","12","0"
"6","Red","10","34.23708298566","10","10","9","1400","12","10","10"
"6","Yellow","9","6.9995857451799095","8","6","16","1379.994","17","8","10"
"6","Blue","18","43.66166305158001","10","4","6","331.9760000000001","22","10","10"
"6","Green","6","8.435266769869076","14","17","22","213","37","6","0"
"7","Purple","8","45.847672157651914","17","15","14","446.994","30","10","0"
"7","White","8","6.426379300529418","10","11","14","66.994","22","15","10"
"7","Pink","14","3.018519283961996","8","-3","17","23.47","23","13","0"
"7","Red","10","34.20284590267434","10","10","9","1400","15","10","10"
"7","Yellow","11","7.140277418658026","8","4","16","1379.9879999999998","19","8","10"
"7","Blue","20","44.09827968209581","10","2","6","331.97000000000014","26","10","10"
"7","Green","6","9.133289764949252","15","19","27","213","45","6","0"
"8","Purple","10","47.70459457538113","18","14","14","446.98800000000006","34","10","0"
