"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","8","38.73552","11","11","11","446.999","14","11","0"
"2","White","9","6.0600000000000005","10","8","11","66.999","13","11","10"
"2","Pink","4","2.6","8","6","8","23.5","8","8","0"
"2","Red","11","33.966","10","7","4","1399.9849999999997","8","10","10"
"2","Yellow","8","6.593280000000001","9","9","9","1379.995","12","9","10"
"2","Blue","14","42.84","11","8","11","331.99300000000005","13","12","10"
"2","Green","8","6.387240000000001","9","7","10","212.999","11","7","0"
"3","Purple","8","40.30438603104","12","13","11","446.994","19","13","0"
"3","White","9","6.30544212","11","10","9","66.994","17","11","10"
"3","Pink","6","2.7326261302600003","8","9","9","23.499","13","8","0"
"3","Red","17","33.966","10","4","3","1399.9779999999996","10","10","10"
"3","Yellow","9","6.659212800000001","9","10","11","1379.995","14","11","10"
"3","Blue","16","45.466607793600005","13","9","11","331.9870000000001","20","13","10"
"3","Green","9","6.515623524000001","9","9","11","212.999","15","8","0"
"4","Purple","9","42.356162216809885","13","17","13","446.994","26","15","0"
"4","White","9","6.432181506612001","11","12","9","66.994","19","11","10"
"4","Pink","8","2.8435817089793383","8","11","10","23.497999999999998","17","8","0"
"4","Red","19","34.6487166","10","3","3","1399.9719999999995","13","11","10"
"4","Yellow","10","6.9289242368256","10","13","16","1379.995","20","16","10"
"4","Blue","16","47.77649333594606","15","10","8","331.9770000000001","26","14","10"
"4","Green","11","6.646587556832401","9","10","12","212.998","18","9","0"
"5","Purple","9","45.40708721700375","14","23","15","446.994","34","17","0"
"5","White","9","6.6926977219928006","12","15","10","66.994","23","12","10"
"5","Pink","9","2.9590425291265525","8","14","11","23.497999999999998","22","8","0"
"5","Red","21","34.6487166","10","2","4","1399.9709999999995","13","12","10"
"5","Yellow","10","7.138177748777733","11","15","18","1379.995","24","18","10"
"5","Blue","16","51.71988295854771","18","13","10","331.9720000000001","36","17","10"
"5","Green","12","6.780183966724732","9","12","13","212.998","22","10","0"
"6","Purple","9","48.67299924838353","16","28","16","446.994","42","18","0"
"6","White","9","7.033403018780242","13","18","12","66.994","29","13","10"
"6","Pink","9","3.0791915215696326","8","17","13","23.497999999999998","26","9","0"
"6","Red","23","34.995203766","10","3","3","1399.9709999999995","15","12","10"
"6","Yellow","10","7.35375071679082","12","17","22","1379.995","28","22","10"
"6","Blue","16","57.11412712006405","21","20","12","331.9720000000001","47","19","10"
"6","Green","12","7.054794977745017","10","15","14","212.998","27","11","0"
"7","Purple","9","50.644353063941566","17","31","18","446.994","47","20","0"
"7","White","9","7.318269907846879","14","21","13","66.994","34","14","10"
"7","Pink","11","3.204219044903361","8","19","11","23.491999999999997","30","9","0"
"7","Red","25","35.345155803660006","10","4","3","1399.9709999999995","19","12","10"
"7","Yellow","10","7.5015611061983165","12","18","22","1379.9899999999998","30","24","10"
