"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","5","37.6","10","10","12","447","11","10","0"
"2","White","7","6","10","8","11","67","12","11","10"
"2","Pink","4","2.6260000000000003","8","6","12","23.5","11","10","0"
"2","Red","10","34","10","10","10","1400","7","10","10"
"2","Yellow","7","6.464","8","8","9","1380","7","8","10"
"2","Blue","11","42.42","10","10","11","332","12","10","10"
"2","Green","7","6.2620000000000005","8","6","10","213","9","7","0"
"3","Purple","4","37.6","10","10","16","447","14","12","0"
"3","White","8","6","10","8","13","67","14","13","10"
"3","Pink","5","2.6522600000000005","8","7","15","23.5","14","13","0"
"3","Red","10","34","10","10","11","1400","9","10","10"
"3","Yellow","7","6.464","8","8","11","1380","10","9","10"
"3","Blue","13","42.8013558","10","8","9","331.994","15","10","10"
"3","Green","7","6.3878662","8","7","15","213","12","11","0"
"4","Purple","3","37.976","10","10","21","447","18","14","0"
"4","White","10","6","10","6","13","66.994","15","15","10"
"4","Pink","6","2.6787826000000003","8","7","19","23.5","17","16","0"
"4","Red","10","34.34","10","10","13","1400","13","10","10"
"4","Yellow","7","6.52211136","8","8","12","1380","14","9","10"
"4","Blue","13","43.22936935800001","10","8","12","331.994","22","10","10"
"4","Green","7","6.451744862000001","8","7","21","213","15","16","0"
"5","Purple","2","38.35576","10","10","26","447","22","16","0"
"5","White","12","6","10","4","13","66.988","16","17","10"
"5","Pink","6","2.7055704260000004","8","7","25","23.5","21","20","0"
"5","Red","10","34.34","10","10","14","1400","16","10","10"
"5","Yellow","7","6.580745141126401","8","8","14","1380","18","10","10"
"5","Blue","15","43.61800138852843","10","6","11","331.98800000000006","28","10","10"
"5","Green","9","6.451744862000001","8","5","24","212.994","17","21","0"
"6","Purple","1","38.35576","10","10","30","447","25","18","0"
"6","White","14","6.0600000000000005","10","2","14","66.982","18","19","10"
"6","Pink","6","2.7326261302600003","8","7","31","23.5","25","24","0"
"6","Red","10","34.683400000000006","10","10","16","1400","19","10","10"
"6","Yellow","7","6.646552592537665","8","8","17","1380","22","11","10"
"6","Blue","17","43.574383387139896","10","4","8","331.9820000000001","31","10","10"
"6","Green","9","6.451744862000001","8","5","29","212.994","19","26","0"
"7","Purple","1","38.7393176","10","10","33","447","28","20","0"
"7","White","16","6.1206000000000005","10","0","15","66.976","20","21","10"
"7","Pink","6","2.8154274346330084","8","7","38","23.5","31","27","0"
"7","Red","10","35.03023400000001","10","10","18","1400","23","10","10"
"7","Yellow","7","6.7801482996476725","8","8","20","1380","26","11","10"
"7","Blue","19","43.96611709379029","10","2","7","331.9760000000001","37","10","10"
"7","Green","9","6.516262310620001","8","5","35","212.994","22","31","0"
"8","Purple","0","39.126710776","10","10","38","447","32","22","0"
"8","White","18","6.181806000000001","10","-2","16","66.97","22","23","10"
