"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","6","37.976","10","11","12","447","13","10","0"
"2","White","10","6.0600000000000005","10","9","13","67","16","10","10"
"2","Pink","4","2.6233740000000005","8","7","8","23.5","10","8","0"
"2","Red","10","34","10","10","12","1400","9","10","0"
"2","Yellow","9","6.52864","8","10","10","1380","11","8","10"
"2","Blue","12","42.37758","10","11","11","332","15","10","10"
"2","Green","6","6.1938","8","6","7","213","6","6","0"
"3","Purple","10","38.7005782824","10","13","14","447","20","10","0"
"3","White","10","6.243012","11","11","14","67","20","10","10"
"3","Pink","4","2.8092485351434506","10","12","8","23.5","18","8","0"
"3","Red","12","34","10","10","14","1400","12","10","0"
"3","Yellow","13","6.653205798336","8","12","11","1380","17","8","10"
"3","Blue","16","43.657382916","11","11","10","331.994","20","10","10"
"3","Green","10","6.249482262000001","8","7","8","213","11","6","0"
"4","Purple","13","42.309658048901994","14","18","16","447","33","11","0"
"4","White","12","6.560825136744241","12","15","16","67","28","10","10"
"4","Pink","4","2.919819433787283","12","14","9","23.5","24","8","0"
"4","Red","12","35.3736","12","12","16","1400","18","10","0"
"4","Yellow","17","6.8479497826441476","8","15","14","1380","26","8","10"
"4","Blue","18","46.334106123641114","13","15","12","331.994","29","10","10"
"4","Green","12","6.431778409686088","9","9","9","213","16","7","0"
"5","Purple","14","44.027599827416196","14","22","18","447","40","11","0"
"5","White","16","6.827220946204855","12","19","19","67","37","10","10"
"5","Pink","5","3.007997980687659","13","16","10","23.5","29","8","0"
"5","Red","14","36.44188272","13","14","17","1400","23","10","0"
"5","Yellow","17","7.118180139296061","9","18","16","1380","33","8","10"
"5","Blue","22","49.17976576466704","14","18","11","331.98800000000006","37","10","10"
"5","Green","14","6.963328954494617","11","13","8","212.994","25","7","0"
"6","Purple","16","44.863243672140555","15","23","19","447","45","11","0"
"6","White","22","6.963765365128952","13","18","21","66.994","45","10","10"
"6","Pink","6","3.0684587400994814","13","18","12","23.5","34","8","0"
"6","Red","17","38.29327612970689","15","15","18","1399.994","27","10","10"
"6","Yellow","18","7.4730649325327985","10","22","17","1380","41","8","10"
"6","Blue","22","49.621891858891395","14","19","11","331.98800000000006","39","10","10"
"6","Green","14","7.310493469566807","12","17","10","212.994","33","7","0"
"7","Purple","18","45.714748037037786","16","24","19","447","49","11","0"
"7","White","22","7.2378563843942825","15","20","20","66.994","49","10","10"
"7","Pink","7","3.2211243692135647","15","21","11","23.5","40","8","0"
"7","Red","20","38.29327612970689","15","15","22","1399.994","28","10","20"
"7","Yellow","20","7.465591867600265","10","22","19","1380","45","8","10"
"7","Blue","22","51.63167772296022","15","22","12","331.98800000000006","44","10","10"
"7","Green","18","7.681895779794679","14","18","9","212.988","40","7","0"
"8","Purple","22","45.66903328900075","16","24","20","447","53","11","0"
