"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"0","Purple","6","37.6","10","10","10","447","10","10","0"
"0","White","6","6","10","8","10","67","10","10","10"
"0","Pink","4","2.6","8","6","8","23.5","8","8","0"
"0","Red","10","34","10","10","10","1400","6","10","10"
"0","Yellow","7","6.4","8","8","8","1380","6","8","10"
"0","Blue","10","42","10","10","10","332","10","10","10"
"0","Green","6","6.2","8","6","8","213","6","6","0"
"2","Purple","8","39.47845990587625","10","13","8","446.994","16","10","0"
"2","White","10","6.181806000000001","10","10","11","66.999","16","10","10"
"2","Pink","4","2.6522600000000005","8","8","10","23.5","12","8","0"
"2","Red","12","33.966","10","9","9","1399.999","6","10","10"
"2","Yellow","9","6.52211136","8","9","8","1379.995","12","8","10"
"2","Blue","10","42.8442","10","11","8","331.995","12","10","10"
"2","Green","6","6.32462","8","8","8","213","8","6","0"
"3","Purple","10","41.865273524076514","10","16","8","446.98800000000006","24","10","0"
"3","White","11","6.369120903606001","10","12","13","66.999","21","10","10"
"3","Pink","5","2.7326261302600003","8","11","10","23.5","16","8","0"
"3","Red","12","34.6487166","10","10","8","1399.994","9","12","10"
"3","Yellow","10","6.52211136","8","9","11","1379.995","15","10","10"
"3","Blue","10","45.434501654742995","10","15","11","331.995","19","10","10"
"3","Green","8","6.451744862000001","8","9","8","212.999","10","6","0"
"4","Purple","12","44.8359588487812","11","20","5","446.9820000000001","31","10","0"
"4","White","11","6.432812112642061","10","13","13","66.999","22","10","10"
"4","Pink","5","2.7875519154782262","8","12","11","23.5","18","8","0"
"4","Red","14","35.309810647856345","10","9","5","1399.9879999999998","10","12","10"
"4","Yellow","14","6.653205798336","8","9","9","1379.9889999999998","19","10","10"
"4","Blue","10","46.811212489383365","10","18","11","331.995","23","10","10"
"4","Green","8","6.646587556832401","9","11","8","212.999","13","6","0"
"5","Purple","12","45.737161621641704","11","22","8","446.9820000000001","35","11","0"
"5","White","11","6.562111636106167","10","15","14","66.999","25","10","10"
"5","Pink","5","2.8717359833256686","9","14","14","23.5","25","8","0"
"5","Red","14","36.37616692942161","11","10","5","1399.9879999999998","12","12","10"
"5","Yellow","15","6.653205798336","8","9","11","1379.9889999999998","21","11","10"
"5","Blue","12","49.6364879638647","11","20","13","331.98900000000003","34","11","10"
"5","Green","8","6.779519307969049","10","12","10","212.999","17","7","0"
"6","Purple","12","46.65647857023671","11","24","12","446.9820000000001","38","14","0"
"6","White","12","6.965130876251734","11","18","16","66.999","32","10","10"
"6","Pink","5","3.048405613506175","9","18","17","23.5","32","9","0"
"6","Red","14","38.227969186821014","12","14","7","1399.9879999999998","19","14","10"
"6","Yellow","15","6.991900678976006","9","13","15","1379.9889999999998","29","14","10"
"6","Blue","14","53.211816655723275","12","26","15","331.98900000000003","44","12","10"
"6","Green","8","7.268562320365669","10","19","13","212.999","27","7","0"
"7","Purple","14","49.47726536623161","11","27","12","446.9760000000001","45","16","0"
"7","White","14","7.319704933071698","12","22","17","66.999","39","11","10"
"7","Pink","6","3.1407753520010258","9","20","21","23.5","37","11","0"
"7","Red","16","38.61024887868923","12","13","9","1399.9869999999999","20","15","10"
"7","Yellow","15","7.347837506678652","10","17","16","1379.9889999999998","34","15","10"
