day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,6,38.352000000000004,11,11,15,447.0,16,12,0
2,White,2,7,6.0,10,8,14,67.0,15,11,10
2,Pink,1,5,2.6,8,6,10,23.5,11,8,0
2,Red,6,10,34.0,10,10,11,1400.0,7,11,10
2,Yellow,3,7,20.4,9,9,9,1380.0,9,9,10
2,Blue,7,10,42.0,10,10,14,332.0,13,12,10
2,Green,3,6,6.450480000000001,10,8,8,213.0,12,6,0
2,Orange,7,7,9.99,6,6,5,143.0,4,9,10
3,Purple,5,5,38.352000000000004,11,11,19,447.0,19,14,0
3,White,2,9,6.12,11,9,15,67.0,21,12,10
3,Pink,1,5,2.6,8,6,14,23.5,14,10,0
3,Red,6,11,33.966,10,10,11,1400.0,7,11,10
3,Yellow,3,7,20.4,9,9,10,1380.0,10,10,10
3,Blue,7,11,41.958,10,10,17,332.0,15,13,10
3,Green,3,7,6.5729101104000005,11,9,10,213.0,16,8,0
3,Orange,7,9,9.98001,6,6,5,143.0,5,11,10
4,Purple,5,5,38.352000000000004,11,11,22,447.0,21,15,0
4,White,2,10,6.12,11,9,17,67.0,23,14,10
4,Pink,1,5,2.6,8,6,15,23.5,15,10,0
4,Red,6,12,33.932034,10,10,12,1400.0,8,12,10
4,Yellow,3,9,20.4,9,9,12,1380.0,15,12,10
4,Blue,7,12,42.79716,11,11,17,332.0,18,13,10
4,Green,3,9,6.7043683126080005,12,10,10,213.0,20,8,0
4,Orange,7,11,9.96005996001,6,6,8,143.0,7,15,10
5,Purple,5,2,36.434400000000004,11,10,23,446.553,24,16,0
5,White,2,9,5.808186,11,8,17,66.933,26,14,10
5,Pink,1,5,2.652,9,7,15,23.5,17,10,0
5,Red,6,12,33.864203864033996,10,10,12,1400.0,2,14,10
5,Yellow,3,10,20.808,10,10,13,1380.0,19,12,10
5,Blue,7,17,42.71160847716,11,11,18,332.0,23,13,10
5,Green,3,10,6.968249567644927,14,12,10,213.0,26,10,0
5,Orange,7,12,9.95009990004999,6,6,8,143.0,7,17,10
6,Purple,5,2,36.434400000000004,11,10,24,446.553,25,16,0
6,White,2,10,5.808186,11,8,17,66.933,28,15,10
6,Pink,1,5,2.7050400000000003,10,8,15,23.5,19,10,0
6,Red,6,13,33.83033966016996,10,10,12,1400.0,2,16,10
6,Yellow,3,11,21.22416,11,11,15,1380.0,24,12,10
6,Blue,7,21,43.522274806056494,12,12,18,332.0,28,13,10
6,Green,3,12,7.100506944438827,15,13,10,213.0,29,10,0
6,Orange,7,13,9.940149800149939,6,6,8,143.0,8,21,10
