day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,6,38.352000000000004,11,11,17,447.0,18,13,0
2,White,2,6,6.0,10,8,14,67.0,14,12,10
2,Pink,1,4,2.652,9,7,12,23.5,13,10,0
2,Red,6,11,33.966,10,10,10,1400.0,7,11,10
2,Yellow,3,8,19.98,8,8,11,1380.0,9,8,10
2,Blue,7,11,42.0,10,10,12,332.0,13,11,10
2,Green,3,8,6.444029520000001,10,8,9,213.0,12,7,0
2,Orange,7,8,9.99,6,6,5,143.0,4,8,10
3,Purple,5,7,39.07992096,12,11,24,447.0,28,19,0
3,White,2,7,5.994,10,8,17,67.0,17,13,10
3,Pink,1,4,2.652,9,7,17,23.5,17,11,0
3,Red,6,11,33.898101966,10,10,12,1400.0,6,12,10
3,Yellow,3,7,18.962018999999998,8,7,14,1378.62,14,9,10
3,Blue,7,13,42.84,11,11,13,332.0,18,12,10
3,Green,3,10,6.437585490480001,10,8,10,213.0,14,8,0
3,Orange,7,9,9.98001,6,6,5,143.0,3,11,10
4,Purple,5,6,38.58718646616636,14,12,33,446.553,40,23,0
4,White,2,9,6.11388,11,9,19,67.0,22,14,10
4,Pink,1,4,2.652,9,7,22,23.5,21,14,0
4,Red,6,14,33.83033966016996,10,10,12,1400.0,7,13,10
4,Yellow,3,9,18.943056980999998,8,7,18,1378.62,18,11,10
4,Blue,7,14,44.52616526400001,13,13,16,332.0,25,13,10
4,Green,3,11,6.5597708630893115,11,9,12,213.0,18,8,0
4,Orange,7,9,9.96005996001,6,6,6,143.0,1,12,10
5,Purple,5,7,39.31957126529419,15,13,40,446.553,46,29,0
5,White,2,11,6.10776612,11,9,21,67.0,25,15,10
5,Pink,1,5,2.6493480000000003,9,7,27,23.5,25,16,0
5,Red,6,15,33.79650932050979,10,10,15,1400.0,9,15,10
5,Yellow,3,11,19.302596202499377,9,8,19,1378.62,22,12,10
5,Blue,7,16,45.37127188071072,14,14,16,332.0,28,13,10
5,Green,3,13,6.684275314070747,12,10,12,213.0,21,9,0
5,Orange,7,9,10.362446382394404,8,8,8,143.0,7,12,10
6,Purple,5,8,39.2802516940289,15,13,49,446.553,53,34,0
6,White,2,13,6.223691520957599,12,10,22,67.0,29,15,10
6,Pink,1,6,2.6996326250400005,10,8,30,23.5,30,18,0
6,Red,6,17,33.76271281118928,10,10,17,1400.0,12,16,10
6,Yellow,3,12,19.283293606296876,9,8,22,1378.62,25,13,10
6,Blue,7,19,45.32590060883001,14,14,16,332.0,31,13,10
6,Green,3,15,6.677591038756676,12,10,13,213.0,23,10,0
