day,nation_name,territory,military capacity,gdp,trade,resources,political stability,population,soft power,cybersecurity,nuclear
0,Purple,5,6,37.6,10,10,10,447.0,10,10,0
0,White,2,6,6.0,10,8,10,67.0,10,10,10
0,Pink,1,4,2.6,8,6,8,23.5,8,8,0
0,Red,6,10,34.0,10,10,10,1400.0,6,10,10
0,Yellow,3,7,20.0,8,8,8,1380.0,6,8,10
0,Blue,7,10,42.0,10,10,10,332.0,10,10,10
0,Green,3,6,6.2,8,6,8,213.0,6,6,0
0,Orange,7,6,10.0,6,6,6,143.0,5,7,10
2,Purple,5,9,37.562400000000004,10,10,13,447.0,13,15,0
2,White,2,8,6.0,10,8,13,67.0,13,13,10
2,Pink,1,4,2.652,9,7,11,23.5,13,10,0
2,Red,6,11,33.966,10,10,10,1400.0,7,11,10
2,Yellow,3,8,20.808,10,10,9,1380.0,12,9,10
2,Blue,7,11,42.797160000000005,11,11,14,332.0,15,15,10
2,Green,3,6,6.2,8,6,8,213.0,6,6,0
2,Orange,7,7,10.0,6,6,5,143.0,6,8,10
3,Purple,5,9,38.31364800000001,11,11,15,447.0,17,16,0
3,White,2,11,5.994,10,8,13,67.0,15,13,10
3,Pink,1,4,2.7050400000000003,10,8,12,23.5,16,11,0
3,Red,6,13,33.932034,10,10,10,1400.0,9,13,10
3,Yellow,3,9,21.648643200000002,12,12,10,1380.0,17,10,10
3,Blue,7,12,42.797160000000005,11,11,17,332.0,19,17,10
3,Green,3,6,6.2,8,6,8,213.0,6,6,0
3,Orange,7,9,9.99,6,6,6,143.0,3,9,10
4,Purple,5,9,38.31364800000001,11,11,18,447.0,17,19,0
4,White,2,14,5.994,10,8,15,67.0,19,15,10
4,Pink,1,4,2.7050400000000003,10,8,11,23.5,15,11,0
4,Red,6,15,33.898101966,10,10,9,1400.0,10,14,10
4,Yellow,3,11,21.626994556800003,12,12,11,1380.0,19,11,10
4,Blue,7,15,42.754362840000006,11,11,19,332.0,23,20,10
4,Green,3,8,6.1938,8,6,10,213.0,8,8,0
4,Orange,7,11,9.99,6,6,7,143.0,2,10,10
5,Purple,5,11,38.31364800000001,11,11,24,447.0,21,23,0
5,White,2,17,5.994,10,8,16,67.0,23,16,10
5,Pink,1,4,2.7050400000000003,10,8,15,23.5,19,13,0
5,Red,6,16,33.864203864033996,10,10,10,1400.0,11,14,10
5,Yellow,3,14,21.583762194680958,12,12,13,1380.0,21,13,10
5,Blue,7,17,42.711608477160006,11,11,21,332.0,27,21,10
5,Green,3,10,6.1938,8,6,13,213.0,13,9,0
5,Orange,7,13,9.97002999,6,6,6,143.0,1,11,10
6,Purple,5,11,38.31364800000001,11,11,26,447.0,20,26,0
6,White,2,20,5.994,10,8,17,67.0,27,17,10
6,Pink,1,4,2.7050400000000003,10,8,15,23.5,19,14,0
6,Red,6,19,33.83033966016996,10,10,10,1400.0,14,14,10
6,Yellow,3,16,21.562178432486277,12,12,14,1380.0,23,14,10
6,Blue,7,20,42.66889686868284,11,11,22,332.0,30,22,10
6,Green,3,12,6.1938,8,6,13,213.0,15,9,0
6,Orange,7,16,9.96005996001,6,6,6,143.0,3,13,10
